"V1","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array","ID"
"2.5%",1.11996802744526,0.312204912530048,2.47261296897539,0.451211901791662,0.446721042384456,0.454047879906539,0.607884229372693,108.49464769446,41.7838019388855,126
"2.5%",1.31058348480164,0.24589797408382,2.1752549911813,0.440019181952545,0.434293474025687,0.44254934637981,0.343441945005432,99.5424121193353,38.3767438082399,127
"2.5%",0.647799060108449,0.800524870225412,3.08277177573131,0.295894615466786,0.293764118799588,0.297249338653085,8.33166691194265e-09,328.150714431311,74.239785186469,128
"2.5%",1.0751899456317,0.450220808449218,1.82070287982245,0.0678697836721805,0.0669829318770437,0.0690448435660955,0.61331942151075,272.813500789328,69.9590494390169,129
"2.5%",0.857366561064036,0.590089070014571,2.26468933999741,0.185158518881377,0.183845663279871,0.186454386847128,0.133632963909044,298.360600929372,72.7278726962685,130
"2.5%",1.26704855510852,0.353823873887268,1.78403832722811,0.13873293608806,0.137186161326639,0.141506905433695,0.231530820049865,197.427047880099,59.6521808729016,131
"2.5%",0.8189697639683,0.463909195454491,3.33150512354518,0.471141018241741,0.467001667225175,0.473041692478025,0.19218888238856,136.99862435139,49.6690401147564,132
"2.5%",1.19909191623748,0.402138387497907,1.70391416201544,0.184622289998461,0.18324760999974,0.185844989517829,0.240931484574525,294.062618065236,76.8248069128245,133
"2.5%",1.29803349028624,0.342097697402411,1.68307190739481,0.27539464620245,0.27258789093209,0.276736655454111,0.153533966453958,231.335751598929,73.9770577742259,134
"2.5%",1.13656685893901,0.408555529782864,1.91764501365218,0.278783985055568,0.277472210152089,0.280978561935296,0.437033564137715,228.261336638125,58.7773762609094,135
"2.5%",1.08862912726791,0.394738808717243,2.1728532908004,0.12451404790511,0.123305975701941,0.128184583410632,0.635617639857476,179.789755889908,56.236281128669,136
"2.5%",0.799794368254254,0.575127792955418,2.52939425230709,0.0646977280957108,0.0639098459514537,0.0661336836259525,0.0477154928038281,271.059468999427,78.3079322263489,137
"2.5%",1.01259111065942,0.426492285760819,2.18758674242894,0.493558803304218,0.491072697584106,0.495039819605243,0.933606412876217,205.535088129649,62.3076778075764,138
"2.5%",1.1162592632133,0.423038031654849,1.82286307914568,0.18012539262564,0.178698920336588,0.181310742270857,0.458810270447922,274.625982476275,65.8634844039334,139
"2.5%",0.739031317171229,0.540108253930553,3.82045667687532,0.465757463705506,0.461236294135861,0.468064841079813,0.0273354612983749,126.16375662053,42.9526500526211,140
"2.5%",1.64812901559668,0.24021691617718,1.40436447828899,0.489117652157885,0.487266194833889,0.490909045613869,0.0803620693486622,174.715162869872,53.32518901233,141
"2.5%",0.756489983763485,0.563038913787156,3.11515686235665,0.232857232124228,0.228655821823424,0.234923118784809,0.0240790605141852,166.245564085102,54.5916730252776,142
"2.5%",0.742365577234134,0.708204572421278,2.61241727814915,0.193659190272227,0.192319698725535,0.194801998929112,0.00038825014878241,355.5519201011,90.2192987417474,143
"2.5%",0.756200713804311,0.675227687505166,2.43956464767095,0.0874220441956247,0.0865327844211737,0.0883392295133537,0.00130566961755552,358.061229487331,94.8281739770019,144
"2.5%",0.704348456297463,0.659078814921085,3.19745712295567,0.274116869556041,0.270550013948962,0.275543406878097,0.000520421503244162,228.217782936383,70.3063768903217,145
"2.5%",0.952475733922039,0.310749014849633,3.95381729320629,0.683240852474481,0.680860999420615,0.684637828683671,0.839378222510716,80.1094694150788,34.591893125696,146
"2.5%",0.852412330988241,0.506662269912397,2.92709036476036,0.368581681977024,0.365421557263204,0.369965366338531,0.2539167952651,167.524528994878,51.7521602663287,147
"2.5%",0.999293365505352,0.436390979589164,2.29175989044538,0.272468084658666,0.270732271890882,0.274097127291672,0.996143297591214,215.729102615745,63.0000047366117,148
"2.5%",1.42794806267172,0.265507753226455,1.70053348313944,0.465678735234129,0.461126167906265,0.468186837214976,0.199275866421114,123.641724672457,42.7094866709247,149
"2.5%",1.0070324923503,0.424140223294932,2.28339967693258,0.491535859157238,0.489984810038308,0.493354890401566,0.964675333277286,193.01161476153,65.43229646117,150
"2.5%",0.764592645614362,0.525135816898293,3.37510802545943,0.483298599352869,0.481567687168685,0.485753595418842,0.0418296534202067,160.456468965031,57.7262943215572,151
"2.5%",0.876715469846995,0.544356430894615,2.52269046852304,0.391329311984432,0.38939620683243,0.392788191536643,0.28954105121477,242.424182652225,80.3028441604589,152
"2.5%",0.74392531012179,0.490883759267458,3.80108748239767,0.469092425574441,0.466713792323347,0.472475414789515,0.0469421270303021,130.042048993627,52.8153793342256,153
"2.5%",1.37783257230066,0.329563342717033,1.68481936363877,0.265264865669166,0.263294313174552,0.267157086964412,0.104147660503751,199.994324314838,59.5276794146716,154
"2.5%",0.85400427649087,0.528017376774088,2.70099589887471,0.270739827900389,0.266725962766532,0.272313583489793,0.210784309281232,219.432196173666,67.0659675720845,155
"2.5%",1.24244647174755,0.393398874062508,1.74317606769736,0.283941650335767,0.280780688362959,0.28522318077357,0.183671434318508,256.508069884134,83.3931236719774,156
"2.5%",0.501499586073575,0.912019941055792,4.63103441841628,0.496800430230617,0.495101032848622,0.498331005552984,0,244.236709397075,73.7119166380552,157
"2.5%",0.935476322400164,0.453969974719448,2.56662086867598,0.125402286794621,0.124315973309148,0.128666204321083,0.658294502686432,183.182745177064,58.1596306619033,158
"2.5%",1.52805214960146,0.254154233097205,1.56274865561704,0.37222178068567,0.370051774831586,0.373654413657157,0.107530678108676,173.812731714809,55.9237645626923,159
"2.5%",1.22009511585551,0.247658113513217,2.49717130708714,0.693644008342573,0.691670972369275,0.694968475002105,0.497636942523303,105.162207906551,36.3770552213059,160
"2.5%",1.17589099038802,0.433465441991264,1.81322628086161,0.290137938989458,0.287776221408474,0.291449131049002,0.268079355292806,287.122409910535,92.6501164100892,161
"2.5%",2.03656012032141,0.190393459707321,1.1629095707554,0.258535915161222,0.254488159998521,0.260342554983854,0.047008786272573,194.931569000181,62.8212096021073,162
"2.5%",1.39426284651423,0.292533821154257,1.70244173616036,0.376420405478428,0.374542344971915,0.377865583548866,0.153010068289881,183.760057388705,58.9415045102509,163
"2.5%",1.05438095546361,0.412022721147751,2.09017922582105,0.49650369694362,0.494736589504432,0.498031999425455,0.72709055790447,236.106568197388,76.910578607703,164
"2.5%",0.633617286271065,0.666734199989202,4.08792293748928,0.372865080093967,0.370844913195965,0.37434706928678,1.18146429786137e-05,187.436603492736,77.4423023567014,165
"2.5%",1.5240489653376,0.306180088361629,1.42264017190644,0.395597884889187,0.393650925371371,0.396962710878617,0.0390873600133341,273.252228154045,71.0197791406936,166
"2.5%",0.695625689154486,0.704954579108831,2.95129424367665,0.289181896446809,0.286769206230772,0.290526014335642,3.84532372152968e-05,283.376739350024,85.4052468234397,167
"2.5%",1.20318727264324,0.421556137586685,1.64469425902255,0.29439124643871,0.292185168675334,0.295651285506153,0.188980885580432,317.600427588663,91.8510928852895,168
"2.5%",1.46579645552654,0.326329902092517,1.43424382326166,0.287195994748127,0.28529085732124,0.288656623094359,0.0590188147622523,262.557651373671,70.7106367776234,169
"2.5%",1.17557394933047,0.38894169911586,1.85192491879609,0.169768287382425,0.167816338837562,0.170884102847834,0.338320405908334,246.328367401483,64.0497145540646,170
"2.5%",1.36490340628157,0.278437533279033,1.82640815711644,0.0874923569117323,0.0860917972798651,0.0949086980871809,0.213659965120451,146.659072809273,48.6520430102724,171
"2.5%",1.16019430497175,0.305888184616553,2.04907047190822,0.589608481647979,0.588309860276589,0.592041118099123,0.526849583379708,136.699784157727,48.1910017602105,172
