metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
64470,sig2,0.4614,0.2608,1000,1.77,0.0771,0.05,-0.05030,0.9731,-0.00521
64470,fz,0.6581,0.4341,1000,1.52,0.1298,0.05,-0.1938,1.5100,-0.00277
64543,logitpi,-0.9956,0.7403,1000,-1.34,0.1790,0.05,-2.4483,0.4571,0.000012
64543,beta1,-3.3971,0.2668,1000,-12.73,<.0001,0.05,-3.9206,-2.8736,-0.00006
64543,sig1,-12.2156,72.2853,1000,-0.17,0.8658,0.05,-154.06,129.63,-7.64E-9
64543,beta2,-3.1722,0.2478,1000,-12.80,<.0001,0.05,-3.6584,-2.6859,0.000052
64543,sig2,-8.0748,120.11,1000,-0.07,0.9464,0.05,-243.78,227.63,3.494E-7
64543,fz,3.2967,25.0273,1000,0.13,0.8952,0.05,-45.8153,52.4087,8.193E-9
64546,logitpi,-2.3587,,1000,,,0.05,,,0.000059
64546,beta1,-4.5029,0.4777,1000,-9.43,<.0001,0.05,-5.4403,-3.5656,-0.00026
64546,sig1,-1.7722,3.6128,1000,-0.49,0.6239,0.05,-8.8618,5.3174,-0.00009
64546,beta2,-3.2073,0.2746,1000,-11.68,<.0001,0.05,-3.7462,-2.6684,0.000153
64546,sig2,-0.8471,1.0995,1000,-0.77,0.4412,0.05,-3.0047,1.3105,0.000055
64546,fz,5.7806,,1000,,,0.05,,,-1.46E-6
64578,logitpi,-1.7960,0.8804,1000,-2.04,0.0416,0.05,-3.5236,-0.06847,-0.00012
64578,beta1,-1.2354,0.2492,1000,-4.96,<.0001,0.05,-1.7245,-0.7464,-0.00008
64578,sig1,-0.5032,0.4037,1000,-1.25,0.2129,0.05,-1.2954,0.2890,0.000049
64578,beta2,-1.3512,0.2121,1000,-6.37,<.0001,0.05,-1.7674,-0.9351,0.000043
64578,sig2,-0.8087,0.4065,1000,-1.99,0.0469,0.05,-1.6064,-0.01094,0.000037
64578,fz,0.5456,0.6422,1000,0.85,0.3958,0.05,-0.7147,1.8059,0.000037
64865,logitpi,-10.3837,20.8095,1000,-0.50,0.6179,0.05,-51.2190,30.4517,0.000078
64865,beta1,-3.3340,0.4407,1000,-7.57,<.0001,0.05,-4.1987,-2.4693,0.000269
64865,sig1,-0.9776,1.7503,1000,-0.56,0.5766,0.05,-4.4123,2.4571,0.000491
64865,beta2,-2.4791,0.2465,1000,-10.06,<.0001,0.05,-2.9628,-1.9955,-0.00111
64865,sig2,-1.6382,2.0284,1000,-0.81,0.4195,0.05,-5.6187,2.3422,-0.00080
64865,fz,5.7866,6.7054,1000,0.86,0.3884,0.05,-7.3716,18.9449,-0.00002
65239,logitpi,-0.9869,0.7428,1000,-1.33,0.1843,0.05,-2.4446,0.4708,-0.00012
65239,beta1,-1.8393,0.4001,1000,-4.60,<.0001,0.05,-2.6243,-1.0543,-0.00095
65239,sig1,-0.2673,0.4673,1000,-0.57,0.5675,0.05,-1.1844,0.6498,-0.00031
65239,beta2,-1.3745,0.1935,1000,-7.10,<.0001,0.05,-1.7543,-0.9948,0.000486
65239,sig2,-0.9259,0.4147,1000,-2.23,0.0258,0.05,-1.7397,-0.1121,-0.00043
65239,fz,5.7813,,1000,,,0.05,,,-0.00004
65940,logitpi,-1.1725,0.4702,1000,-2.49,0.0128,0.05,-2.0953,-0.2497,-0.00002
65940,beta1,-2.6641,0.1816,1000,-14.67,<.0001,0.05,-3.0203,-2.3078,0.000372
65940,sig1,-0.5174,0.2189,1000,-2.36,0.0183,0.05,-0.9469,-0.08787,0.000947
65940,beta2,-2.6598,0.2263,1000,-11.75,<.0001,0.05,-3.1038,-2.2157,0.000255
65940,sig2,-0.2399,0.2072,1000,-1.16,0.2472,0.05,-0.6465,0.1667,-0.00012
65940,fz,1.8360,0.7074,1000,2.60,0.0096,0.05,0.4478,3.2241,0.000211
65942,logitpi,-11.9300,0,1000,I,<.0001,0.05,M,I,0
65942,beta1,-2.9358,0,1000,I,<.0001,0.05,M,I,0
65942,sig1,0.1412,0,1000,I,<.0001,0.05,M,I,8.378E81
65942,beta2,-2.9153,0,1000,I,<.0001,0.05,M,I,0
65942,sig2,0.1489,0,1000,I,<.0001,0.05,M,I,0
65942,fz,6.4875,0,1000,I,<.0001,0.05,M,I,0
65944,logitpi,-13.8224,161.54,1000,-0.09,0.9318,0.05,-330.82,303.17,0.000011
65944,beta1,-2.3888,0.3283,1000,-7.28,<.0001,0.05,-3.0330,-1.7445,-0.00070
65944,sig1,-0.2994,0.4516,1000,-0.66,0.5075,0.05,-1.1857,0.5869,0.000392
65944,beta2,-2.1499,0.2811,1000,-7.65,<.0001,0.05,-2.7014,-1.5983,0.000093
65944,sig2,-0.5099,0.4739,1000,-1.08,0.2822,0.05,-1.4398,0.4201,-0.00041
65944,fz,5.9112,,1000,,,0.05,,,-0.00014
65945,logitpi,-2.2903,0,1000,I,<.0001,0.05,M,I,2.906E81
65945,beta1,-2.3645,0,1000,I,<.0001,0.05,M,I,0
65945,sig1,-0.9203,0,1000,I,<.0001,0.05,M,I,-4.98E81
65945,beta2,-2.4000,0,1000,I,<.0001,0.05,M,I,-0.00903
65945,sig2,-0.2769,0,1000,I,<.0001,0.05,M,I,-7.49E81
65945,fz,6.0808,0,1000,I,<.0001,0.05,M,I,1.35E81
65947,logitpi,-10.4044,0,1000,I,<.0001,0.05,M,I,0
65947,beta1,-3.5240,0,1000,I,<.0001,0.05,M,I,2.113E81
65947,sig1,0.002661,0,1000,I,<.0001,0.05,M,I,0.024021
65947,beta2,-3.4386,,1000,,,0.05,,,-0.02313
65947,sig2,0.1876,0,1000,I,<.0001,0.05,M,I,-0.03245
65947,fz,6.3314,0,1000,I,<.0001,0.05,M,I,-0.00004
65949,logitpi,-1.6701,0.8229,1000,-2.03,0.0427,0.05,-3.2850,-0.05523,-3.32E-6
65949,beta1,-2.3724,0.2100,1000,-11.30,<.0001,0.05,-2.7846,-1.9603,-0.00026
65949,sig1,-1.6078,1.3771,1000,-1.17,0.2433,0.05,-4.3100,1.0945,0.000029
65949,beta2,-3.0187,0.4349,1000,-6.94,<.0001,0.05,-3.8722,-2.1652,0.000332
65949,sig2,0.005824,0.4690,1000,0.01,0.9901,0.05,-0.9146,0.9262,0.000112
65949,fz,1.2912,5.1724,1000,0.25,0.8029,0.05,-8.8589,11.4412,-0.00028
65957,logitpi,-10.4621,16.1538,1000,-0.65,0.5174,0.05,-42.1613,21.2371,0.000348
65957,beta1,-3.0175,0.2305,1000,-13.09,<.0001,0.05,-3.4699,-2.5651,0.000300
65957,sig1,-0.05528,0.2496,1000,-0.22,0.8248,0.05,-0.5450,0.4345,0.007010
65957,beta2,-3.0712,0.2798,1000,-10.98,<.0001,0.05,-3.6203,-2.5222,-0.01810
65957,sig2,0.1438,0.2558,1000,0.56,0.5743,0.05,-0.3583,0.6458,-0.01262
65957,fz,6.2329,5.9111,1000,1.05,0.2919,0.05,-5.3667,17.8325,-0.00112
65958,logitpi,-16.5886,,1000,,,0.05,,,1.375E-6
65958,beta1,-2.5755,0.1917,1000,-13.44,<.0001,0.05,-2.9516,-2.1993,0.029090
65958,sig1,-0.2667,0.2563,1000,-1.04,0.2983,0.05,-0.7697,0.2362,-0.00459
65958,beta2,-2.5704,0.2193,1000,-11.72,<.0001,0.05,-3.0008,-2.1401,-0.02868
65958,sig2,-0.1146,0.2274,1000,-0.50,0.6144,0.05,-0.5609,0.3316,-0.01882
65958,fz,5.9396,6.7355,1000,0.88,0.3781,0.05,-7.2778,19.1570,-0.00035
65968,logitpi,-2.0132,,1000,,,0.05,,,-20.4879
65968,beta1,-2.5672,4.018E-6,1000,-638859,<.0001,0.05,-2.5672,-2.5672,-27.8551
65968,sig1,-0.2663,0,1000,I,<.0001,0.05,M,I,25.8302
65968,beta2,-2.5000,1.713E-6,1000,-1.46E6,<.0001,0.05,-2.5000,-2.5000,-12.9595
65968,sig2,0.2466,0,1000,I,<.0001,0.05,M,I,26.9237
65968,fz,1.1735,1.064E-6,1000,1103463,<.0001,0.05,1.1735,1.1735,4.76605
65973,logitpi,-9.5144,,1000,,,0.05,,,0.000229
65973,beta1,-2.8181,0,1000,I,<.0001,0.05,M,I,-0.05375
65973,sig1,-0.5360,0,1000,I,<.0001,0.05,M,I,0.043068
65973,beta2,-2.6847,0,1000,I,<.0001,0.05,M,I,-2.59E81
65973,sig2,-0.2826,,1000,,,0.05,,,-0.02314
65973,fz,6.7884,0,1000,I,<.0001,0.05,M,I,-0.00004
65977,logitpi,-15.5133,149.53,1000,-0.10,0.9174,0.05,-308.93,277.91,6.221E-6
65977,beta1,-3.0280,0.2060,1000,-14.70,<.0001,0.05,-3.4322,-2.6237,0.000033
65977,sig1,-0.01690,0.1807,1000,-0.09,0.9255,0.05,-0.3714,0.3376,-0.00038
65977,beta2,-2.9259,0.2092,1000,-13.99,<.0001,0.05,-3.3363,-2.5154,0.000233
65977,sig2,0.04139,0.1857,1000,0.22,0.8237,0.05,-0.3231,0.4059,-0.00033
65977,fz,1.9803,0.6782,1000,2.92,0.0036,0.05,0.6494,3.3112,0.000273
65979,logitpi,-6.2292,0,1000,I,<.0001,0.05,M,I,0
65979,beta1,-5.0746,0,1000,I,<.0001,0.05,M,I,0
65979,sig1,0.7422,0,1000,I,<.0001,0.05,M,I,5.488E81
65979,beta2,-2.9787,0,1000,I,<.0001,0.05,M,I,2.403E81
65979,sig2,-0.2195,0,1000,I,<.0001,0.05,M,I,0
65979,fz,6.7307,0,1000,I,<.0001,0.05,M,I,-0.00003
65990,logitpi,-1.5200,0.5479,1000,-2.77,0.0056,0.05,-2.5952,-0.4448,-0.00340
65990,beta1,-2.4383,0.2221,1000,-10.98,<.0001,0.05,-2.8740,-2.0025,0.000689
65990,sig1,-0.3691,0.2223,1000,-1.66,0.0971,0.05,-0.8052,0.06711,0.000243
65990,beta2,-2.4191,0.2560,1000,-9.45,<.0001,0.05,-2.9214,-1.9167,0.002963
65990,sig2,-0.1504,0.2021,1000,-0.74,0.4568,0.05,-0.5469,0.2461,0.000996
65990,fz,1.5640,0.5242,1000,2.98,0.0029,0.05,0.5353,2.5927,0.000173
65994,logitpi,-2.7235,0,1000,I,<.0001,0.05,M,I,-2.57E81
65994,beta1,-0.8625,0,1000,I,<.0001,0.05,M,I,0
65994,sig1,0.9772,0,1000,I,<.0001,0.05,M,I,7.62666
65994,beta2,-0.8794,0,1000,I,<.0001,0.05,M,I,-4.29312
65994,sig2,0.7278,0,1000,I,<.0001,0.05,M,I,-1.72807
65994,fz,6.8375,0,1000,I,<.0001,0.05,M,I,-0.00006
65995,logitpi,-2.0792,0.8852,1000,-2.35,0.0190,0.05,-3.8163,-0.3421,-0.00017
65995,beta1,-2.1034,0.1513,1000,-13.90,<.0001,0.05,-2.4002,-1.8065,-0.00050
65995,sig1,-0.9847,0.4647,1000,-2.12,0.0343,0.05,-1.8966,-0.07287,-0.00004
65995,beta2,-2.1263,0.2733,1000,-7.78,<.0001,0.05,-2.6627,-1.5899,0.000356
65995,sig2,-0.1913,0.2953,1000,-0.65,0.5172,0.05,-0.7708,0.3881,9.054E-6
65995,fz,6.0383,7.4641,1000,0.81,0.4187,0.05,-8.6088,20.6855,-0.00003
65997,logitpi,-2.6920,,,,,,,,-5.52180
65997,beta1,-3.2060,,,,,,,,-6.20623
65997,sig1,-0.2285,,,,,,,,6.43273
65997,beta2,-3.0680,,,,,,,,-6.61302
65997,sig2,-0.1842,,,,,,,,7.15092
65997,fz,2.7943,,,,,,,,0.16241
65999,logitpi,-1.6117,0.7848,1000,-2.05,0.0403,0.05,-3.1516,-0.07169,0.000078
65999,beta1,-1.8755,0,1000,I,<.0001,0.05,M,I,-9.01E-6
65999,sig1,-1.6890,0.9017,1000,-1.87,0.0613,0.05,-3.4585,0.08037,0.000173
65999,beta2,-2.2082,0.3894,1000,-5.67,<.0001,0.05,-2.9723,-1.4441,0.000022
65999,sig2,0.09959,0.3833,1000,0.26,0.7950,0.05,-0.6525,0.8517,-0.00038
65999,fz,5.6485,0,1000,I,<.0001,0.05,M,I,-0.00001
66018,logitpi,-1.4657,0.6128,1000,-2.39,0.0170,0.05,-2.6683,-0.2631,0.000024
66018,beta1,-2.0961,0.1515,1000,-13.84,<.0001,0.05,-2.3934,-1.7989,-0.00081
66018,sig1,-0.9728,0.4996,1000,-1.95,0.0518,0.05,-1.9532,0.007570,0.000683
66018,beta2,-2.1939,0.3184,1000,-6.89,<.0001,0.05,-2.8188,-1.5690,0.000024
66018,sig2,0.05481,0.2926,1000,0.19,0.8515,0.05,-0.5194,0.6290,-0.00008
66018,fz,5.5221,,1000,,,0.05,,,-0.00013
66031,logitpi,-10.2069,0,1000,I,<.0001,0.05,M,I,0
66031,beta1,-3.1404,0,1000,I,<.0001,0.05,M,I,-0.04062
66031,sig1,0.6313,0,1000,I,<.0001,0.05,M,I,5.861E81
66031,beta2,-2.2237,0,1000,I,<.0001,0.05,M,I,0.041881
66031,sig2,-0.1518,0,1000,I,<.0001,0.05,M,I,8.301E81
66031,fz,6.3894,0,1000,I,<.0001,0.05,M,I,1.294E81
66042,logitpi,-1.5668,0.4521,1000,-3.47,0.0006,0.05,-2.4539,-0.6798,0.001108
66042,beta1,-2.6978,0.1820,1000,-14.82,<.0001,0.05,-3.0550,-2.3407,0.001195
66042,sig1,-0.3311,0.1874,1000,-1.77,0.0776,0.05,-0.6988,0.03665,0.000595
66042,beta2,-2.6319,0.1988,1000,-13.24,<.0001,0.05,-3.0220,-2.2419,0.000998
66042,sig2,-0.2014,0.1780,1000,-1.13,0.2580,0.05,-0.5507,0.1478,-0.00175
66042,fz,2.1783,0.9497,1000,2.29,0.0220,0.05,0.3148,4.0419,-0.00010
66046,logitpi,-1.7333,0,1000,I,<.0001,0.05,M,I,0.005483
66046,beta1,-1.8517,0,1000,I,<.0001,0.05,M,I,-0.00817
66046,sig1,-0.4354,,1000,,,0.05,,,0.005942
66046,beta2,-1.5933,0,1000,I,<.0001,0.05,M,I,-0.00801
66046,sig2,-1.0876,,1000,,,0.05,,,-0.00155
66046,fz,6.2740,0,1000,I,<.0001,0.05,M,I,-0.00003
66047,logitpi,-2.2903,0,1000,I,<.0001,0.05,M,I,2.906E81
66047,beta1,-2.3645,0,1000,I,<.0001,0.05,M,I,0
66047,sig1,-0.9203,0,1000,I,<.0001,0.05,M,I,-4.98E81
66047,beta2,-2.4000,0,1000,I,<.0001,0.05,M,I,-0.00903
66047,sig2,-0.2769,0,1000,I,<.0001,0.05,M,I,-7.49E81
66047,fz,6.0808,0,1000,I,<.0001,0.05,M,I,1.35E81
66051,logitpi,-1.6344,0.7946,1000,-2.06,0.0400,0.05,-3.1937,-0.07506,0.000289
66051,beta1,-2.2112,0.1805,1000,-12.25,<.0001,0.05,-2.5654,-1.8570,-0.00022
66051,sig1,-1.2810,0.8344,1000,-1.54,0.1250,0.05,-2.9183,0.3563,-0.00003
66051,beta2,-2.7453,0.3398,1000,-8.08,<.0001,0.05,-3.4122,-2.0784,0.000155
66051,sig2,-0.2329,0.4668,1000,-0.50,0.6179,0.05,-1.1490,0.6832,-0.00003
66051,fz,4.9496,21.9869,1000,0.23,0.8219,0.05,-38.1961,48.0953,-0.00017
66070,logitpi,-1.5030,0.6404,1000,-2.35,0.0191,0.05,-2.7596,-0.2464,0.000119
66070,beta1,-2.2876,0.1356,1000,-16.87,<.0001,0.05,-2.5536,-2.0215,-0.00104
66070,sig1,-1.4991,0.6485,1000,-2.31,0.0210,0.05,-2.7716,-0.2265,-0.00035
66070,beta2,-2.5598,0.2570,1000,-9.96,<.0001,0.05,-3.0640,-2.0555,-0.00064
66070,sig2,-0.3294,0.3255,1000,-1.01,0.3118,0.05,-0.9682,0.3094,0.000642
66070,fz,5.6118,,1000,,,0.05,,,-0.00011
66079,logitpi,-11.3964,37.1524,1000,-0.31,0.7591,0.05,-84.3019,61.5092,0.000184
66079,beta1,-2.8568,0.2045,1000,-13.97,<.0001,0.05,-3.2582,-2.4555,-0.00050
66079,sig1,0.03840,0.1700,1000,0.23,0.8213,0.05,-0.2952,0.3719,0.001093
66079,beta2,-2.6029,0.1782,1000,-14.61,<.0001,0.05,-2.9526,-2.2531,-0.00158
66079,sig2,-0.05400,0.1667,1000,-0.32,0.7461,0.05,-0.3811,0.2731,0.004078
66079,fz,1.7436,0.4710,1000,3.70,0.0002,0.05,0.8194,2.6678,0.002106
66081,logitpi,-12.4240,,1000,,,0.05,,,0.000020
66081,beta1,-3.7836,0,1000,I,<.0001,0.05,M,I,-0.00004
66081,sig1,0.4175,0,1000,I,<.0001,0.05,M,I,-0.00025
66081,beta2,-2.6118,,1000,,,0.05,,,-0.00029
66081,sig2,-0.1163,,1000,,,0.05,,,-0.00010
66081,fz,6.0059,0,1000,I,<.0001,0.05,M,I,-0.00007
66092,logitpi,-2.6756,0.5959,1000,-4.49,<.0001,0.05,-3.8449,-1.5064,-2.53762
66092,beta1,-2.6652,0.2201,1000,-12.11,<.0001,0.05,-3.0972,-2.2332,-2.17741
66092,sig1,-0.1017,0.2087,1000,-0.49,0.6262,0.05,-0.5111,0.3078,3.40793
66092,beta2,-2.4656,0.1974,1000,-12.49,<.0001,0.05,-2.8530,-2.0782,-2.55675
66092,sig2,-0.07196,0.1914,1000,-0.38,0.7070,0.05,-0.4475,0.3036,4.17743
66092,fz,1.6037,0.4944,1000,3.24,0.0012,0.05,0.6336,2.5738,0.24967
66096,logitpi,-9.2721,,,,,,,,0
66096,beta1,-1.5898,,,,,,,,0
66096,sig1,0.3142,,,,,,,,0
66096,beta2,-1.3334,,,,,,,,0
66096,sig2,0.1368,,,,,,,,-6.84E84
66096,fz,7.2190,,,,,,,,0
66097,logitpi,-2.0792,0.8852,1000,-2.35,0.0190,0.05,-3.8163,-0.3421,-0.00017
66097,beta1,-2.1034,0.1513,1000,-13.90,<.0001,0.05,-2.4002,-1.8065,-0.00050
66097,sig1,-0.9847,0.4647,1000,-2.12,0.0343,0.05,-1.8966,-0.07287,-0.00004
66097,beta2,-2.1263,0.2733,1000,-7.78,<.0001,0.05,-2.6627,-1.5899,0.000356
66097,sig2,-0.1913,0.2953,1000,-0.65,0.5172,0.05,-0.7708,0.3881,9.054E-6
66097,fz,6.0383,7.4641,1000,0.81,0.4187,0.05,-8.6088,20.6855,-0.00003
66101,logitpi,-1.6119,0.7759,1000,-2.08,0.0380,0.05,-3.1344,-0.08925,-0.00007
66101,beta1,-1.8555,0.1605,1000,-11.56,<.0001,0.05,-2.1704,-1.5406,0.000808
66101,sig1,-1.3637,0.7243,1000,-1.88,0.0600,0.05,-2.7850,0.05766,0.000448
66101,beta2,-2.2020,0.4225,1000,-5.21,<.0001,0.05,-3.0311,-1.3729,0.000765
66101,sig2,0.1149,0.3740,1000,0.31,0.7588,0.05,-0.6191,0.8489,-0.00027
66101,fz,5.4077,13.3639,1000,0.40,0.6858,0.05,-20.8167,31.6322,-0.00007
66111,logitpi,-1.5175,0.7898,1000,-1.92,0.0550,0.05,-3.0675,0.03242,-0.00017
66111,beta1,-1.7384,0.3419,1000,-5.08,<.0001,0.05,-2.4093,-1.0676,-0.00043
66111,sig1,-0.2697,0.4515,1000,-0.60,0.5505,0.05,-1.1558,0.6164,-0.00121
66111,beta2,-1.3759,0.2243,1000,-6.13,<.0001,0.05,-1.8161,-0.9357,0.000187
66111,sig2,-0.8434,0.5264,1000,-1.60,0.1094,0.05,-1.8764,0.1895,0.000481
66111,fz,5.5504,9.4863,1000,0.59,0.5586,0.05,-13.0649,24.1657,-0.00049
66119,logitpi,-1.4637,0.6146,1000,-2.38,0.0174,0.05,-2.6697,-0.2576,-0.00040
66119,beta1,-2.0654,0.1609,1000,-12.84,<.0001,0.05,-2.3812,-1.7497,0.000409
66119,sig1,-0.8671,0.4707,1000,-1.84,0.0658,0.05,-1.7908,0.05659,0.000461
66119,beta2,-2.0743,0.2942,1000,-7.05,<.0001,0.05,-2.6516,-1.4969,-0.00027
66119,sig2,-0.03831,0.2698,1000,-0.14,0.8871,0.05,-0.5678,0.4912,0.000635
66119,fz,5.9972,,1000,,,0.05,,,-0.00008
66124,logitpi,-9.7841,0,1000,I,<.0001,0.05,M,I,0.000286
66124,beta1,-4.6534,,1000,,,0.05,,,-1.69E81
66124,sig1,0.4862,0,1000,I,<.0001,0.05,M,I,-6.43E81
66124,beta2,-2.5759,0,1000,I,<.0001,0.05,M,I,2.674E81
66124,sig2,-0.1867,0,1000,I,<.0001,0.05,M,I,-0.00328
66124,fz,6.0421,0,1000,I,<.0001,0.05,M,I,-0.00008
66132,logitpi,-11.2935,,1000,,,0.05,,,0.000072
66132,beta1,-2.5942,0,1000,I,<.0001,0.05,M,I,-0.06834
66132,sig1,0.5138,0,1000,I,<.0001,0.05,M,I,-6.32E81
66132,beta2,-1.9712,,1000,,,0.05,,,-3.22E81
66132,sig2,0.09213,0,1000,I,<.0001,0.05,M,I,-8.75E81
66132,fz,6.6405,0,1000,I,<.0001,0.05,M,I,-0.00007
66150,logitpi,-11.0959,0,1000,I,<.0001,0.05,M,I,0.000115
66150,beta1,-3.1569,0,1000,I,<.0001,0.05,M,I,2.3E81
66150,sig1,-0.07510,0,1000,I,<.0001,0.05,M,I,-0.08904
66150,beta2,-3.2313,0,1000,I,<.0001,0.05,M,I,0.046506
66150,sig2,0.08078,0,1000,I,<.0001,0.05,M,I,0.099803
66150,fz,6.6899,0,1000,I,<.0001,0.05,M,I,1.243E81
66154,logitpi,-1.1725,0.4702,1000,-2.49,0.0128,0.05,-2.0953,-0.2497,-0.00002
66154,beta1,-2.6641,0.1816,1000,-14.67,<.0001,0.05,-3.0203,-2.3078,0.000372
66154,sig1,-0.5174,0.2189,1000,-2.36,0.0183,0.05,-0.9469,-0.08787,0.000947
66154,beta2,-2.6598,0.2263,1000,-11.75,<.0001,0.05,-3.1038,-2.2157,0.000255
66154,sig2,-0.2399,0.2072,1000,-1.16,0.2472,0.05,-0.6465,0.1667,-0.00012
66154,fz,1.8360,0.7074,1000,2.60,0.0096,0.05,0.4478,3.2241,0.000211
66155,logitpi,-1.1725,0.4702,1000,-2.49,0.0128,0.05,-2.0953,-0.2497,-0.00002
66155,beta1,-2.6641,0.1816,1000,-14.67,<.0001,0.05,-3.0203,-2.3078,0.000372
66155,sig1,-0.5174,0.2189,1000,-2.36,0.0183,0.05,-0.9469,-0.08787,0.000947
66155,beta2,-2.6598,0.2263,1000,-11.75,<.0001,0.05,-3.1038,-2.2157,0.000255
66155,sig2,-0.2399,0.2072,1000,-1.16,0.2472,0.05,-0.6465,0.1667,-0.00012
66155,fz,1.8360,0.7074,1000,2.60,0.0096,0.05,0.4478,3.2241,0.000211
66163,logitpi,-1.6895,0,1000,I,<.0001,0.05,M,I,-3.55E81
66163,beta1,-2.8857,0,1000,I,<.0001,0.05,M,I,-0.01231
66163,sig1,-0.8883,0,1000,I,<.0001,0.05,M,I,0.004620
66163,beta2,-2.8792,0,1000,I,<.0001,0.05,M,I,0.009371
66163,sig2,-0.4588,0,1000,I,<.0001,0.05,M,I,6.554E81
66163,fz,6.5659,0,1000,I,<.0001,0.05,M,I,1.264E81
66165,logitpi,-1.2594,,,,,,,,-85696.4
66165,beta1,-2.8903,,,,,,,,-103437
66165,sig1,0.09878,,,,,,,,93308.6
66165,beta2,-2.9062,,,,,,,,-88312.0
66165,sig2,0.2612,,,,,,,,97727.8
66165,fz,1.9893,,,,,,,,3515.60
66167,logitpi,-1.0410,0.4741,1000,-2.20,0.0283,0.05,-1.9713,-0.1107,-0.00135
66167,beta1,-2.7443,0.1721,1000,-15.95,<.0001,0.05,-3.0820,-2.4066,-0.00016
66167,sig1,-0.6259,0.2102,1000,-2.98,0.0030,0.05,-1.0385,-0.2134,-0.00050
66167,beta2,-2.6757,0.2581,1000,-10.37,<.0001,0.05,-3.1822,-2.1692,0.000836
66167,sig2,-0.1591,0.1852,1000,-0.86,0.3903,0.05,-0.5225,0.2042,-0.00077
66167,fz,6.0362,,1000,,,0.05,,,-0.00082
66172,logitpi,-1.1073,0.4554,1000,-2.43,0.0152,0.05,-2.0010,-0.2137,-0.00047
66172,beta1,-2.6308,0.1767,1000,-14.89,<.0001,0.05,-2.9775,-2.2841,-0.00287
66172,sig1,-0.5235,0.2202,1000,-2.38,0.0176,0.05,-0.9556,-0.09141,0.000605
66172,beta2,-2.6287,0.2239,1000,-11.74,<.0001,0.05,-3.0680,-2.1894,0.000421
66172,sig2,-0.2335,0.2092,1000,-1.12,0.2645,0.05,-0.6440,0.1769,0.000315
66172,fz,1.8295,0.7006,1000,2.61,0.0092,0.05,0.4547,3.2043,-0.00045
66174,logitpi,-0.7642,0.4581,1000,-1.67,0.0956,0.05,-1.6631,0.1348,0.000083
66174,beta1,-2.6224,0.2127,1000,-12.33,<.0001,0.05,-3.0398,-2.2051,-0.00007
66174,sig1,-0.4420,0.2547,1000,-1.74,0.0830,0.05,-0.9418,0.05790,-0.00010
66174,beta2,-2.6666,0.2558,1000,-10.42,<.0001,0.05,-3.1686,-2.1646,0.000097
66174,sig2,-0.2180,0.2422,1000,-0.90,0.3683,0.05,-0.6934,0.2573,0.000121
66174,fz,1.7906,0.7081,1000,2.53,0.0116,0.05,0.4010,3.1801,0.000057
66175,logitpi,-1.5007,0.6997,1000,-2.14,0.0322,0.05,-2.8738,-0.1276,0.000304
66175,beta1,-2.7055,0.1891,1000,-14.31,<.0001,0.05,-3.0765,-2.3346,0.001147
66175,sig1,-0.6706,0.2882,1000,-2.33,0.0202,0.05,-1.2361,-0.1051,0.002445
66175,beta2,-2.6089,0.2780,1000,-9.38,<.0001,0.05,-3.1545,-2.0634,-0.00064
66175,sig2,-0.2349,0.2595,1000,-0.91,0.3656,0.05,-0.7442,0.2744,-0.00014
66175,fz,5.4696,10.9964,1000,0.50,0.6190,0.05,-16.1091,27.0483,-0.00228
66177,logitpi,-2.4791,0,1000,I,<.0001,0.05,M,I,-2772.17
66177,beta1,-2.7782,,1000,,,0.05,,,-1594.18
66177,sig1,-0.4484,,1000,,,0.05,,,26390.1
66177,beta2,-2.7685,0,1000,I,<.0001,0.05,M,I,-1891.01
66177,sig2,-0.00801,0,1000,I,<.0001,0.05,M,I,-9.48E81
66177,fz,3.4550,0,1000,I,<.0001,0.05,M,I,2.146E81
66179,logitpi,-1.2367,0.4348,1000,-2.84,0.0045,0.05,-2.0899,-0.3835,-0.02208
66179,beta1,-2.6509,0.1301,1000,-20.38,<.0001,0.05,-2.9062,-2.3957,0.073096
66179,sig1,-0.7757,0.1526,1000,-5.08,<.0001,0.05,-1.0752,-0.4761,-0.00948
66179,beta2,-2.3658,0.2469,1000,-9.58,<.0001,0.05,-2.8502,-1.8814,0.002011
66179,sig2,-0.01013,0,1000,I,<.0001,0.05,M,I,0.014914
66179,fz,5.9279,0.5081,1000,11.67,<.0001,0.05,4.9308,6.9250,-0.00085
66180,logitpi,-1.2847,0.3768,1000,-3.41,0.0007,0.05,-2.0240,-0.5454,-0.00014
66180,beta1,-2.2231,0.2304,1000,-9.65,<.0001,0.05,-2.6753,-1.7709,0.000296
66180,sig1,-0.06479,0.1602,1000,-0.40,0.6859,0.05,-0.3791,0.2495,0.000310
66180,beta2,-2.6291,0.1980,1000,-13.28,<.0001,0.05,-3.0177,-2.2405,-0.00101
66180,sig2,-0.3019,0.2223,1000,-1.36,0.1746,0.05,-0.7381,0.1342,0.000089
66180,fz,0.6191,0.3438,1000,1.80,0.0721,0.05,-0.05563,1.2938,0.000430
66181,logitpi,-2.3105,,1000,,,0.05,,,7823.04
66181,beta1,-2.7906,8.068E-6,1000,-345871,<.0001,0.05,-2.7906,-2.7905,4066.36
66181,sig1,-0.2161,,1000,,,0.05,,,-82567.6
