metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
66172,beta2,-3.2446,0.2989,1000,-10.85,<.0001,0.05,-3.8312,-2.6580,-0.00028
66172,sig2,0.2069,0.2238,1000,0.92,0.3555,0.05,-0.2323,0.6461,-0.00010
66172,fz,2.3335,0.7315,1000,3.19,0.0015,0.05,0.8981,3.7689,0.000326
66174,beta1,-3.3753,0.3329,1000,-10.14,<.0001,0.05,-4.0286,-2.7220,0.000036
66174,sig1,0.1618,0.2604,1000,0.62,0.5345,0.05,-0.3492,0.6728,0.000021
66174,beta2,-3.5149,0.3838,1000,-9.16,<.0001,0.05,-4.2679,-2.7618,0.000178
66174,sig2,0.3161,0.2591,1000,1.22,0.2229,0.05,-0.1925,0.8246,0.000165
66174,fz,2.3863,0.7399,1000,3.23,0.0013,0.05,0.9343,3.8384,0.000058
66175,beta1,-3.0495,,1000,,,0.05,,,2.361E81
66175,sig1,-0.1924,0,1000,I,<.0001,0.05,M,I,-8.02E81
66175,beta2,-3.1096,0,1000,I,<.0001,0.05,M,I,-0.04826
66175,sig2,0.2030,0,1000,I,<.0001,0.05,M,I,7.948E81
66175,fz,6.6972,,1000,,,0.05,,,1.242E81
66177,beta1,-2.9681,0.1872,1000,-15.85,<.0001,0.05,-3.3354,-2.6007,2.409E81
66177,sig1,-0.3228,0.2537,1000,-1.27,0.2035,0.05,-0.8206,0.1750,-0.02027
66177,beta2,-3.0084,0.2748,1000,-10.95,<.0001,0.05,-3.5476,-2.4691,-0.01357
66177,sig2,0.1095,0.2253,1000,0.49,0.6269,0.05,-0.3326,0.5517,-0.00937
66177,fz,6.2916,0,1000,I,<.0001,0.05,M,I,-0.00091
66179,beta1,-3.0078,0,1000,I,<.0001,0.05,M,I,-0.15018
66179,sig1,-0.3042,,1000,,,0.05,,,-0.06844
66179,beta2,-3.0312,0,1000,I,<.0001,0.05,M,I,2.372E81
66179,sig2,0.3830,0,1000,I,<.0001,0.05,M,I,-0.01551
66179,fz,5.9701,,1000,,,0.05,,,1.372E81
66180,beta1,-2.8491,0.2886,1000,-9.87,<.0001,0.05,-3.4154,-2.2828,-0.00109
66180,sig1,0.2790,0.1910,1000,1.46,0.1443,0.05,-0.09570,0.6537,-0.00061
66180,beta2,-3.0874,0.2548,1000,-12.12,<.0001,0.05,-3.5875,-2.5874,0.001744
66180,sig2,0.02649,0.2282,1000,0.12,0.9076,0.05,-0.4212,0.4742,0.001646
66180,fz,1.0262,0.3473,1000,2.95,0.0032,0.05,0.3446,1.7078,-0.00026
66181,beta1,-3.2048,0.2454,1000,-13.06,<.0001,0.05,-3.6863,-2.7233,-0.00003
66181,sig1,-0.03481,0.2297,1000,-0.15,0.8796,0.05,-0.4856,0.4160,-0.00042
66181,beta2,-3.3033,0.2918,1000,-11.32,<.0001,0.05,-3.8758,-2.7307,-0.00022
66181,sig2,0.1603,0.2241,1000,0.72,0.4747,0.05,-0.2795,0.6000,-0.00043
66181,fz,2.3317,0.7508,1000,3.11,0.0020,0.05,0.8583,3.8051,0.000113
66182,beta1,-2.8809,0.2558,1000,-11.26,<.0001,0.05,-3.3828,-2.3790,-0.00128
66182,sig1,0.05639,0.2135,1000,0.26,0.7917,0.05,-0.3625,0.4753,0.001067
66182,beta2,-2.9081,0.2829,1000,-10.28,<.0001,0.05,-3.4633,-2.3530,0.000291
66182,sig2,0.2184,0.2046,1000,1.07,0.2859,0.05,-0.1830,0.6198,0.000802
66182,fz,1.9508,0.5174,1000,3.77,0.0002,0.05,0.9355,2.9660,-0.00078
66183,beta1,-2.8809,0.2558,1000,-11.26,<.0001,0.05,-3.3828,-2.3790,-0.00128
66183,sig1,0.05639,0.2135,1000,0.26,0.7917,0.05,-0.3625,0.4753,0.001067
66183,beta2,-2.9081,0.2829,1000,-10.28,<.0001,0.05,-3.4633,-2.3530,0.000291
66183,sig2,0.2184,0.2046,1000,1.07,0.2859,0.05,-0.1830,0.6198,0.000802
66183,fz,1.9508,0.5174,1000,3.77,0.0002,0.05,0.9355,2.9660,-0.00078
66186,beta1,-3.8088,0.5103,1000,-7.46,<.0001,0.05,-4.8102,-2.8074,-0.00027
66186,sig1,-0.4465,0.6827,1000,-0.65,0.5133,0.05,-1.7863,0.8933,-0.00060
66186,beta2,-3.6490,0.3160,1000,-11.55,<.0001,0.05,-4.2691,-3.0289,0.000939
66186,sig2,-1.1953,0.9563,1000,-1.25,0.2116,0.05,-3.0719,0.6813,0.000158
66186,fz,5.7994,,1000,,,0.05,,,-0.00003
66191,beta1,-2.8619,,1000,,,0.05,,,-0.37403
66191,sig1,0.07410,0,1000,I,<.0001,0.05,M,I,-0.26453
66191,beta2,-2.9696,0,1000,I,<.0001,0.05,M,I,0.32426
66191,sig2,0.2645,0,1000,I,<.0001,0.05,M,I,-7.56E81
66191,fz,6.7011,0,1000,I,<.0001,0.05,M,I,-0.00080
66195,beta1,-2.9150,0.2727,1000,-10.69,<.0001,0.05,-3.4501,-2.3800,-0.00345
66195,sig1,0.06707,0.2261,1000,0.30,0.7668,0.05,-0.3767,0.5108,-0.00138
66195,beta2,-3.0153,0.3321,1000,-9.08,<.0001,0.05,-3.6670,-2.3637,0.000747
66195,sig2,0.3315,0.2138,1000,1.55,0.1214,0.05,-0.08810,0.7511,-0.00067
66195,fz,2.4758,1.2279,1000,2.02,0.0440,0.05,0.06628,4.8853,0.000609
66196,beta1,-3.9068,0.5672,1000,-6.89,<.0001,0.05,-5.0198,-2.7937,0.000081
66196,sig1,-0.3708,0.6865,1000,-0.54,0.5892,0.05,-1.7180,0.9763,0.000407
66196,beta2,-3.5882,0.3154,1000,-11.38,<.0001,0.05,-4.2071,-2.9693,-0.00009
66196,sig2,-1.4538,1.4074,1000,-1.03,0.3019,0.05,-4.2156,1.3080,0.000166
66196,fz,5.4011,,1000,,,0.05,,,-0.00004
66198,beta1,-2.8541,0.5297,1000,-5.39,<.0001,0.05,-3.8935,-1.8147,-0.00015
66198,sig1,0.2137,0.4028,1000,0.53,0.5957,0.05,-0.5766,1.0041,0.000350
66198,beta2,-3.1677,0.7721,1000,-4.10,<.0001,0.05,-4.6829,-1.6525,0.000042
66198,sig2,0.5965,0.4019,1000,1.48,0.1380,0.05,-0.1920,1.3851,0.000448
66198,fz,2.2428,1.0648,1000,2.11,0.0354,0.05,0.1532,4.3324,0.000080
66200,beta1,-2.8477,0.2548,1000,-11.18,<.0001,0.05,-3.3477,-2.3476,0.000654
66200,sig1,0.05090,0.2161,1000,0.24,0.8138,0.05,-0.3732,0.4750,-0.00145
66200,beta2,-2.9034,0.2918,1000,-9.95,<.0001,0.05,-3.4759,-2.3309,-0.00261
66200,sig2,0.2397,0.2087,1000,1.15,0.2509,0.05,-0.1697,0.6492,-0.00163
66200,fz,1.9745,0.5256,1000,3.76,0.0002,0.05,0.9430,3.0060,-0.00104
66202,beta1,-2.9944,0.3514,1000,-8.52,<.0001,0.05,-3.6839,-2.3049,-0.00077
66202,sig1,0.2344,0.2459,1000,0.95,0.3407,0.05,-0.2481,0.7168,-0.00288
66202,beta2,-3.0555,0.3693,1000,-8.27,<.0001,0.05,-3.7803,-2.3308,0.000481
66202,sig2,0.3524,0.2371,1000,1.49,0.1375,0.05,-0.1128,0.8176,-0.00090
66202,fz,2.0299,0.5985,1000,3.39,0.0007,0.05,0.8555,3.2042,0.000611
66203,beta1,-2.7775,0.3142,1000,-8.84,<.0001,0.05,-3.3940,-2.1610,0.033783
66203,sig1,0.1097,0.2686,1000,0.41,0.6832,0.05,-0.4175,0.6368,0.009844
66203,beta2,-2.9493,0.4383,1000,-6.73,<.0001,0.05,-3.8094,-2.0891,-0.02332
66203,sig2,0.4524,0.2669,1000,1.70,0.0903,0.05,-0.07128,0.9761,-0.01120
66203,fz,6.2282,6.4015,1000,0.97,0.3308,0.05,-6.3337,18.7902,-0.00116
66204,beta1,-3.4527,,1000,,,0.05,,,0.000119
66204,sig1,0.2146,,1000,,,0.05,,,0.000089
66204,beta2,-2.8112,,1000,,,0.05,,,0.000056
66204,sig2,-0.7170,,1000,,,0.05,,,0.000181
66204,fz,5.9045,,1000,,,0.05,,,-0.00013
66205,beta1,-2.8210,0.2479,1000,-11.38,<.0001,0.05,-3.3074,-2.3346,-0.00054
66205,sig1,0.02084,0.2141,1000,0.10,0.9225,0.05,-0.3993,0.4409,0.000104
66205,beta2,-2.8408,0.2751,1000,-10.32,<.0001,0.05,-3.3807,-2.3009,0.000188
66205,sig2,0.1863,0.2049,1000,0.91,0.3632,0.05,-0.2156,0.5883,-0.00040
66205,fz,1.9169,0.5179,1000,3.70,0.0002,0.05,0.9006,2.9332,-0.00077
66206,beta1,-2.8476,0.2329,1000,-12.23,<.0001,0.05,-3.3046,-2.3905,0.001062
66206,sig1,-0.08950,0.2248,1000,-0.40,0.6906,0.05,-0.5306,0.3516,0.001589
66206,beta2,-2.6143,0.3046,1000,-8.58,<.0001,0.05,-3.2120,-2.0167,-0.00077
66206,sig2,0.3510,0.1908,1000,1.84,0.0660,0.05,-0.02329,0.7254,0.000094
66206,fz,1.4669,0.4162,1000,3.52,0.0004,0.05,0.6503,2.2836,-0.00142
66207,beta1,-2.5369,0.2759,1000,-9.19,<.0001,0.05,-3.0784,-1.9955,-0.00050
66207,sig1,0.2448,0.1861,1000,1.32,0.1887,0.05,-0.1204,0.6100,0.000694
66207,beta2,-2.7772,0.2520,1000,-11.02,<.0001,0.05,-3.2716,-2.2827,-0.00047
66207,sig2,0.08370,0.2127,1000,0.39,0.6940,0.05,-0.3336,0.5010,-0.00102
66207,fz,0.9466,0.3144,1000,3.01,0.0027,0.05,0.3297,1.5635,-0.00033
66211,beta1,-3.0703,0.2367,1000,-12.97,<.0001,0.05,-3.5347,-2.6059,-0.00027
66211,sig1,-0.02760,0.2129,1000,-0.13,0.8969,0.05,-0.4453,0.3901,0.000507
66211,beta2,-3.0351,0.2517,1000,-12.06,<.0001,0.05,-3.5290,-2.5412,0.000822
66211,sig2,0.08072,0.2036,1000,0.40,0.6919,0.05,-0.3189,0.4803,-0.00159
66211,fz,2.4575,0.9412,1000,2.61,0.0092,0.05,0.6106,4.3045,-0.00037
66212,beta1,-3.0703,0.2367,1000,-12.97,<.0001,0.05,-3.5347,-2.6059,-0.00027
66212,sig1,-0.02760,0.2129,1000,-0.13,0.8969,0.05,-0.4453,0.3901,0.000507
66212,beta2,-3.0351,0.2517,1000,-12.06,<.0001,0.05,-3.5290,-2.5412,0.000822
66212,sig2,0.08072,0.2036,1000,0.40,0.6919,0.05,-0.3189,0.4803,-0.00159
66212,fz,2.4575,0.9412,1000,2.61,0.0092,0.05,0.6106,4.3045,-0.00037
66213,beta1,-2.5859,0.2696,1000,-9.59,<.0001,0.05,-3.1149,-2.0569,-0.06488
66213,sig1,-0.5807,0.3478,1000,-1.67,0.0953,0.05,-1.2632,0.1018,-0.03690
66213,beta2,-2.5162,0.3453,1000,-7.29,<.0001,0.05,-3.1939,-1.8386,0.070974
66213,sig2,-0.1071,0,1000,I,<.0001,0.05,M,I,0.045089
66213,fz,6.5111,1.8935,1000,3.44,0.0006,0.05,2.7955,10.2267,-0.00011
66220,beta1,-3.0075,0,1000,I,<.0001,0.05,M,I,0.012572
66220,sig1,-0.2363,0,1000,I,<.0001,0.05,M,I,0.059089
66220,beta2,-2.9492,0,1000,I,<.0001,0.05,M,I,2.421E81
66220,sig2,-0.1505,0,1000,I,<.0001,0.05,M,I,0
66220,fz,6.7083,0,1000,I,<.0001,0.05,M,I,-1.24E81
66222,beta1,-3.2645,0.4439,1000,-7.35,<.0001,0.05,-4.1356,-2.3934,0.000145
66222,sig1,0.2249,0.3117,1000,0.72,0.4707,0.05,-0.3867,0.8365,0.000208
66222,beta2,-3.2077,0.4511,1000,-7.11,<.0001,0.05,-4.0928,-2.3225,-0.00015
66222,sig2,0.2972,0.2958,1000,1.00,0.3154,0.05,-0.2834,0.8777,-0.00026
66222,fz,1.9461,0.6215,1000,3.13,0.0018,0.05,0.7264,3.1657,-1.5E-6
66224,beta1,-3.1387,0.2279,1000,-13.77,<.0001,0.05,-3.5858,-2.6915,0.002420
66224,sig1,-0.03097,0.1238,1000,-0.25,0.8025,0.05,-0.2739,0.2120,0.002342
66224,beta2,-3.1371,0.2616,1000,-11.99,<.0001,0.05,-3.6506,-2.6237,-0.00361
66224,sig2,0.1810,0,1000,I,<.0001,0.05,M,I,-0.00223
66224,fz,6.2455,4.9262,1000,1.27,0.2052,0.05,-3.4213,15.9123,-0.00110
66227,beta1,-3.0689,0,1000,I,<.0001,0.05,M,I,-0.08075
66227,sig1,-0.2552,0,1000,I,<.0001,0.05,M,I,-7.62E81
66227,beta2,-3.1859,0,1000,I,<.0001,0.05,M,I,0.089861
66227,sig2,0.1886,0,1000,I,<.0001,0.05,M,I,0.042353
66227,fz,6.7461,0,1000,I,<.0001,0.05,M,I,-0.00006
66229,beta1,-3.0498,0.2376,1000,-12.84,<.0001,0.05,-3.5159,-2.5836,-0.00168
66229,sig1,-0.02480,0.2152,1000,-0.12,0.9083,0.05,-0.4471,0.3975,-0.00141
66229,beta2,-3.0303,0.2579,1000,-11.75,<.0001,0.05,-3.5365,-2.5242,-0.00192
66229,sig2,0.09757,0.2072,1000,0.47,0.6378,0.05,-0.3090,0.5042,0.000295
66229,fz,2.4823,0.9573,1000,2.59,0.0097,0.05,0.6037,4.3609,-0.00013
66231,beta1,-3.2488,0.3223,1000,-10.08,<.0001,0.05,-3.8812,-2.6164,0.000441
66231,sig1,0.1477,0.2455,1000,0.60,0.5476,0.05,-0.3341,0.6295,-0.00046
66231,beta2,-3.2149,0.3198,1000,-10.05,<.0001,0.05,-3.8424,-2.5873,0.001437
66231,sig2,0.1906,0.2347,1000,0.81,0.4171,0.05,-0.2701,0.6512,0.000638
66231,fz,2.4959,0.9514,1000,2.62,0.0088,0.05,0.6290,4.3628,0.001351
66232,beta1,-2.9066,0,1000,I,<.0001,0.05,M,I,-0.15108
66232,sig1,-0.1228,0,1000,I,<.0001,0.05,M,I,-0.17147
66232,beta2,-2.8459,0,1000,I,<.0001,0.05,M,I,0.11295
66232,sig2,0.07351,0,1000,I,<.0001,0.05,M,I,0.21386
66232,fz,6.5312,0,1000,I,<.0001,0.05,M,I,-0.00053
66233,beta1,-3.7699,0.6834,1000,-5.52,<.0001,0.05,-5.1110,-2.4289,-2.46E-6
66233,sig1,0.2278,0.4101,1000,0.56,0.5786,0.05,-0.5769,1.0325,0.000086
66233,beta2,-3.3362,0.4344,1000,-7.68,<.0001,0.05,-4.1887,-2.4836,0.000041
66233,sig2,-0.07404,0.4006,1000,-0.18,0.8534,0.05,-0.8601,0.7120,0.000016
66233,fz,1.3328,1.0687,1000,1.25,0.2127,0.05,-0.7644,3.4300,2.457E-6
66234,beta1,-3.0043,0.2331,1000,-12.89,<.0001,0.05,-3.4617,-2.5469,-0.00313
66234,sig1,-0.04963,0.2164,1000,-0.23,0.8186,0.05,-0.4742,0.3750,-0.00075
66234,beta2,-2.9904,0.2558,1000,-11.69,<.0001,0.05,-3.4923,-2.4884,0.000392
66234,sig2,0.08093,0.2081,1000,0.39,0.6974,0.05,-0.3274,0.4893,-0.00034
66234,fz,2.4746,0.9711,1000,2.55,0.0110,0.05,0.5691,4.3802,-0.00152
66235,beta1,-2.9726,0.2136,1000,-13.92,<.0001,0.05,-3.3916,-2.5535,-0.00019
66235,sig1,-0.2060,0.2276,1000,-0.91,0.3656,0.05,-0.6526,0.2406,0.000262
66235,beta2,-2.7085,0.2745,1000,-9.87,<.0001,0.05,-3.2472,-2.1699,-0.00007
66235,sig2,0.2329,0.1928,1000,1.21,0.2274,0.05,-0.1455,0.6113,0.000155
66235,fz,1.7551,0.5843,1000,3.00,0.0027,0.05,0.6084,2.9018,2.726E-6
66236,beta1,-2.6831,0.2705,1000,-9.92,<.0001,0.05,-3.2138,-2.1523,0.000436
66236,sig1,0.2170,0.1900,1000,1.14,0.2536,0.05,-0.1558,0.5899,-0.00118
66236,beta2,-2.9057,0.2299,1000,-12.64,<.0001,0.05,-3.3568,-2.4546,-0.00021
66236,sig2,-0.04697,0.2130,1000,-0.22,0.8255,0.05,-0.4649,0.3710,-0.00049
66236,fz,0.9291,0.3271,1000,2.84,0.0046,0.05,0.2871,1.5710,0.000569
66240,beta1,-2.7768,0.2578,1000,-10.77,<.0001,0.05,-3.2826,-2.2709,0.000421
66240,sig1,0.04595,0.2202,1000,0.21,0.8347,0.05,-0.3861,0.4780,0.000681
66240,beta2,-2.5747,0.2411,1000,-10.68,<.0001,0.05,-3.0478,-2.1017,0.000343
66240,sig2,0.06864,0.2070,1000,0.33,0.7403,0.05,-0.3376,0.4748,0.000549
66240,fz,1.7553,0.4759,1000,3.69,0.0002,0.05,0.8215,2.6892,0.001407
66241,beta1,-2.7768,0.2578,1000,-10.77,<.0001,0.05,-3.2826,-2.2709,0.000421
66241,sig1,0.04595,0.2202,1000,0.21,0.8347,0.05,-0.3861,0.4780,0.000681
66241,beta2,-2.5747,0.2411,1000,-10.68,<.0001,0.05,-3.0478,-2.1017,0.000343
66241,sig2,0.06864,0.2070,1000,0.33,0.7403,0.05,-0.3376,0.4748,0.000549
66241,fz,1.7553,0.4759,1000,3.69,0.0002,0.05,0.8215,2.6892,0.001407
66242,beta1,-2.4223,0.3981,1000,-6.08,<.0001,0.05,-3.2036,-1.6410,-0.00041
66242,sig1,-0.2264,0.5234,1000,-0.43,0.6654,0.05,-1.2536,0.8007,0.000820
66242,beta2,-2.2576,0.3975,1000,-5.68,<.0001,0.05,-3.0378,-1.4775,-0.00012
66242,sig2,-0.00660,0.3721,1000,-0.02,0.9858,0.05,-0.7369,0.7237,0.000570
66242,fz,1.7128,0.7737,1000,2.21,0.0271,0.05,0.1946,3.2311,5.467E-7
66244,beta1,-3.5966,0,1000,I,<.0001,0.05,M,I,0.015706
66244,sig1,0.3268,0,1000,I,<.0001,0.05,M,I,0.054366
66244,beta2,-2.8012,0,1000,I,<.0001,0.05,M,I,-0.01404
66244,sig2,-0.04197,0,1000,I,<.0001,0.05,M,I,-0.00515
66244,fz,6.6686,0,1000,I,<.0001,0.05,M,I,-0.00011
66249,beta1,-2.9034,0,1000,I,<.0001,0.05,M,I,-0.06967
66249,sig1,0.2477,0.3055,1000,0.81,0.4178,0.05,-0.3519,0.8472,0.017938
66249,beta2,-2.6853,0.2682,1000,-10.01,<.0001,0.05,-3.2116,-2.1589,0.20039
66249,sig2,0.1109,0.3532,1000,0.31,0.7536,0.05,-0.5822,0.8040,0.10651
66249,fz,6.2936,0,1000,I,<.0001,0.05,M,I,-0.00181
66253,beta1,-2.7470,0.2675,1000,-10.27,<.0001,0.05,-3.2719,-2.2220,-0.00065
66253,sig1,0.06704,0.2280,1000,0.29,0.7688,0.05,-0.3804,0.5144,0.000618
66253,beta2,-2.5883,0.2615,1000,-9.90,<.0001,0.05,-3.1014,-2.0752,0.001943
66253,sig2,0.1272,0.2144,1000,0.59,0.5534,0.05,-0.2937,0.5480,-0.00366
66253,fz,1.8162,0.4916,1000,3.69,0.0002,0.05,0.8515,2.7809,0.001463
66254,beta1,-3.7469,0,1000,I,<.0001,0.05,M,I,2.014E81
66254,sig1,0.3438,0,1000,I,<.0001,0.05,M,I,-7.12E81
66254,beta2,-2.8113,0,1000,I,<.0001,0.05,M,I,2.509E81
66254,sig2,-0.09594,0,1000,I,<.0001,0.05,M,I,0.036336
66254,fz,6.7956,0,1000,I,<.0001,0.05,M,I,-0.00009
66256,beta1,-2.9566,0.5217,1000,-5.67,<.0001,0.05,-3.9803,-1.9329,0.000053
66256,sig1,0.2234,0.3810,1000,0.59,0.5578,0.05,-0.5243,0.9711,0.000041
66256,beta2,-2.9825,0.6055,1000,-4.93,<.0001,0.05,-4.1708,-1.7942,-0.00017
66256,sig2,0.4179,0.3670,1000,1.14,0.2551,0.05,-0.3023,1.1382,-0.00004
66256,fz,2.1518,1.0652,1000,2.02,0.0436,0.05,0.06161,4.2420,-0.00020
66258,beta1,-2.7319,0.2539,1000,-10.76,<.0001,0.05,-3.2302,-2.2335,-0.00048
66258,sig1,0.02803,0.2231,1000,0.13,0.9001,0.05,-0.4098,0.4659,0.000216
66258,beta2,-2.5607,0.2462,1000,-10.40,<.0001,0.05,-3.0438,-2.0777,-0.00047
66258,sig2,0.08206,0.2108,1000,0.39,0.6971,0.05,-0.3315,0.4957,0.000041
66258,fz,1.7687,0.4850,1000,3.65,0.0003,0.05,0.8170,2.7204,0.000254
66260,beta1,-2.9374,0.3786,1000,-7.76,<.0001,0.05,-3.6803,-2.1944,-0.00025
66260,sig1,0.2713,0.2633,1000,1.03,0.3030,0.05,-0.2453,0.7880,0.000762
66260,beta2,-2.5691,0.2928,1000,-8.78,<.0001,0.05,-3.1436,-1.9946,-0.00034
66260,sig2,0.1370,0.2385,1000,0.57,0.5658,0.05,-0.3311,0.6051,-0.00095
66260,fz,1.6631,0.4711,1000,3.53,0.0004,0.05,0.7387,2.5875,-0.00125
66261,beta1,-2.6477,0,1000,I,<.0001,0.05,M,I,0.085719
66261,sig1,0.08808,,1000,,,0.05,,,0.057087
66261,beta2,-2.6397,0,1000,I,<.0001,0.05,M,I,-0.09076
66261,sig2,0.2690,0,1000,I,<.0001,0.05,M,I,-0.06871
66261,fz,6.3622,0,1000,I,<.0001,0.05,M,I,-0.00084
66262,beta1,-3.2373,0.5363,1000,-6.04,<.0001,0.05,-4.2897,-2.1849,0.000184
66262,sig1,0.1136,0.4049,1000,0.28,0.7791,0.05,-0.6809,0.9081,0.000086
66262,beta2,-2.4851,0.3131,1000,-7.94,<.0001,0.05,-3.0995,-1.8708,0.000082
66262,sig2,-0.3421,0.4428,1000,-0.77,0.4400,0.05,-1.2111,0.5269,0.000121
66262,fz,0.7780,0.5403,1000,1.44,0.1502,0.05,-0.2822,1.8383,0.000266
66264,beta1,-2.8091,0.2481,1000,-11.32,<.0001,0.05,-3.2961,-2.3222,-0.00102
66264,sig1,-0.03645,0.2339,1000,-0.16,0.8762,0.05,-0.4954,0.4225,-0.00047
66264,beta2,-2.1878,0.2389,1000,-9.16,<.0001,0.05,-2.6566,-1.7189,0.000157
66264,sig2,0.1239,0.1910,1000,0.65,0.5165,0.05,-0.2508,0.4987,0.001406
66264,fz,1.1793,0.3395,1000,3.47,0.0005,0.05,0.5131,1.8455,0.001776
66266,beta1,-2.8118,0.2672,1000,-10.52,<.0001,0.05,-3.3362,-2.2874,0.000862
66266,sig1,0.06845,0.2224,1000,0.31,0.7583,0.05,-0.3679,0.5048,0.000269
66266,beta2,-2.6277,0.2483,1000,-10.58,<.0001,0.05,-3.1149,-2.1406,-0.00053
66266,sig2,0.07821,0.2097,1000,0.37,0.7093,0.05,-0.3333,0.4898,-0.00018
66266,fz,1.8055,0.4942,1000,3.65,0.0003,0.05,0.8358,2.7752,0.001357
66270,beta1,-3.2471,0.3901,1000,-8.32,<.0001,0.05,-4.0126,-2.4817,0.000179
66270,sig1,0.04167,0.3199,1000,0.13,0.8964,0.05,-0.5861,0.6695,-0.00008
66270,beta2,-2.9094,0.4308,1000,-6.75,<.0001,0.05,-3.7547,-2.0641,-0.00032
66270,sig2,0.1774,0.2923,1000,0.61,0.5440,0.05,-0.3961,0.7509,-0.00041
66270,fz,5.5841,,1000,,,0.05,,,-0.00015
66280,beta1,-4.2113,,1000,,,0.05,,,0.30257
66280,sig1,0.9157,,1000,,,0.05,,,3.78829
66280,beta2,-2.9375,,1000,,,0.05,,,-3.00065
66280,sig2,0.4690,0,1000,I,<.0001,0.05,M,I,-1.61001
66280,fz,6.5383,0,1000,I,<.0001,0.05,M,I,-0.00137
66282,beta1,-3.5091,0.4461,1000,-7.87,<.0001,0.05,-4.3844,-2.6338,0.010685
66282,sig1,0.2904,0.3204,1000,0.91,0.3649,0.05,-0.3383,0.9192,0.003408
66282,beta2,-2.8506,0.3589,1000,-7.94,<.0001,0.05,-3.5550,-2.1463,-0.01525
66282,sig2,0.1189,0.2916,1000,0.41,0.6834,0.05,-0.4532,0.6911,-0.00217
66282,fz,6.1467,8.4573,1000,0.73,0.4675,0.05,-10.4494,22.7427,-0.00008
66289,beta1,-2.9303,0.2821,1000,-10.39,<.0001,0.05,-3.4838,-2.3768,0.001296
66289,sig1,0.1961,0.1909,1000,1.03,0.3045,0.05,-0.1785,0.5707,-0.00146
66289,beta2,-2.4100,0.2243,1000,-10.74,<.0001,0.05,-2.8502,-1.9697,-0.00168
66289,sig2,-0.03317,0.1920,1000,-0.17,0.8629,0.05,-0.4100,0.3437,0.000396
66289,fz,5.9943,,1000,,,0.05,,,-0.00104
66291,beta1,-2.8141,0.5031,1000,-5.59,<.0001,0.05,-3.8013,-1.8269,0.003130
66291,sig1,0.3906,0.2997,1000,1.30,0.1927,0.05,-0.1974,0.9787,-0.00119
66291,beta2,-2.1243,0.3544,1000,-5.99,<.0001,0.05,-2.8197,-1.4289,-0.00433
66291,sig2,0.04567,0.3101,1000,0.15,0.8829,0.05,-0.5628,0.6541,0.000994
66291,fz,6.4558,,1000,,,0.05,,,-0.00016
66292,beta1,-2.8884,0.2931,1000,-9.85,<.0001,0.05,-3.4636,-2.3133,-0.00091
66292,sig1,0.2328,0.1857,1000,1.25,0.2101,0.05,-0.1315,0.5971,-0.00121
66292,beta2,-2.4425,0.2456,1000,-9.95,<.0001,0.05,-2.9244,-1.9606,-0.00126
66292,sig2,0.05961,0.1859,1000,0.32,0.7485,0.05,-0.3052,0.4244,-0.00013
66292,fz,5.8508,,1000,,,0.05,,,-0.00155
66297,beta1,-3.0462,0.3059,1000,-9.96,<.0001,0.05,-3.6464,-2.4459,-0.06534
66297,sig1,0.2034,0.2082,1000,0.98,0.3289,0.05,-0.2052,0.6120,-0.09241
66297,beta2,-2.4791,0.2428,1000,-10.21,<.0001,0.05,-2.9555,-2.0026,0.000879
66297,sig2,-0.03413,0.2106,1000,-0.16,0.8713,0.05,-0.4473,0.3791,0.005073
66297,fz,6.4027,,1000,,,0.05,,,-0.00045
66302,beta1,-3.0465,0.3125,1000,-9.75,<.0001,0.05,-3.6596,-2.4333,0.046685
66302,sig1,-0.1335,0.2233,1000,-0.60,0.5500,0.05,-0.5717,0.3046,-0.00079
66302,beta2,-2.8189,0.3326,1000,-8.48,<.0001,0.05,-3.4716,-2.1662,-0.03700
66302,sig2,0.08176,0,1000,I,<.0001,0.05,M,I,-0.02428
66302,fz,6.4703,1.6141,1000,4.01,<.0001,0.05,3.3028,9.6378,-0.00002
66314,beta1,-3.2819,,1000,,,0.05,,,-2.23E81
66314,sig1,0.1408,,1000,,,0.05,,,-0.00422
66314,beta2,-2.7971,,1000,,,0.05,,,-0.00232
66314,sig2,0.06150,,1000,,,0.05,,,0.003759
66314,fz,6.0820,,1000,,,0.05,,,-0.00006
66334,beta1,-3.1395,0.3908,1000,-8.03,<.0001,0.05,-3.9064,-2.3727,0.000728
66334,sig1,0.1650,0.2778,1000,0.59,0.5527,0.05,-0.3802,0.7102,-0.00077
66334,beta2,-2.3226,0.2840,1000,-8.18,<.0001,0.05,-2.8799,-1.7654,-0.00099
66334,sig2,-0.1886,0.2883,1000,-0.65,0.5133,0.05,-0.7544,0.3773,-0.00039
66334,fz,5.8465,14.2798,1000,0.41,0.6823,0.05,-22.1754,33.8684,-0.00033
66344,beta1,-3.3758,0.4857,1000,-6.95,<.0001,0.05,-4.3290,-2.4226,-0.00082
66344,sig1,0.5800,0.2302,1000,2.52,0.0119,0.05,0.1284,1.0316,0.000321
66344,beta2,-2.2302,0.2734,1000,-8.16,<.0001,0.05,-2.7667,-1.6936,0.002328
66344,sig2,0.04511,0.2107,1000,0.21,0.8305,0.05,-0.3684,0.4586,-0.00408
