metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
31961,beta2,-4.9930,0.3983,1000,-12.54,<.0001,0.05,-5.7745,-4.2115,0.000446
31961,sig2,0.1925,0.3146,1000,0.61,0.5406,0.05,-0.4248,0.8098,-0.00015
31961,fz,3.0453,8.4039,1000,0.36,0.7172,0.05,-13.4460,19.5367,0.000027
31972,beta1,-3.9684,0.2026,1000,-19.59,<.0001,0.05,-4.3660,-3.5708,0.004962
31972,sig1,-0.2090,0.2306,1000,-0.91,0.3650,0.05,-0.6615,0.2436,0.002722
31972,beta2,-3.9073,0.2098,1000,-18.62,<.0001,0.05,-4.3191,-3.4955,-0.00509
31972,sig2,-0.1683,0.2269,1000,-0.74,0.4586,0.05,-0.6136,0.2771,0.002183
31972,fz,4.3740,13.9772,1000,0.31,0.7544,0.05,-23.0541,31.8020,-0.00157
31973,beta1,-4.1438,0.6052,1000,-6.85,<.0001,0.05,-5.3315,-2.9562,-0.00011
31973,sig1,0.3284,0.3156,1000,1.04,0.2983,0.05,-0.2909,0.9476,-0.00016
31973,beta2,-3.2768,0.4362,1000,-7.51,<.0001,0.05,-4.1328,-2.4207,0.000260
31973,sig2,0.07243,0.3131,1000,0.23,0.8171,0.05,-0.5420,0.6869,-0.00015
31973,fz,5.6685,,1000,,,0.05,,,-0.00015
31975,beta1,-5.1061,0.5704,1000,-8.95,<.0001,0.05,-6.2253,-3.9868,-0.00002
31975,sig1,-0.5314,0.1836,1000,-2.89,0.0039,0.05,-0.8916,-0.1711,9.493E-6
31975,beta2,-4.4092,0.4492,1000,-9.81,<.0001,0.05,-5.2907,-3.5276,0.000017
31975,sig2,-11.3614,512.70,1000,-0.02,0.9823,0.05,-1017.45,994.72,7.374E-6
31975,fz,1.0791,,1000,,,0.05,,,3.453E-6
31979,beta1,-3.2789,0,1000,I,<.0001,0.05,M,I,-0.09993
31979,sig1,-0.2763,0,1000,I,<.0001,0.05,M,I,0.011412
31979,beta2,-3.2308,0,1000,I,<.0001,0.05,M,I,2.26E81
31979,sig2,-0.1542,0,1000,I,<.0001,0.05,M,I,0.055683
31979,fz,6.4509,0,1000,I,<.0001,0.05,M,I,-0.00098
31980,beta1,-4.3053,0.2277,1000,-18.91,<.0001,0.05,-4.7521,-3.8584,-0.00022
31980,sig1,-0.1193,0.2602,1000,-0.46,0.6469,0.05,-0.6299,0.3914,-0.00062
31980,beta2,-4.1753,0.2362,1000,-17.68,<.0001,0.05,-4.6388,-3.7118,0.000483
31980,sig2,-0.06764,0.2575,1000,-0.26,0.7928,0.05,-0.5729,0.4376,0.000450
31980,fz,2.8777,1.4636,1000,1.97,0.0496,0.05,0.005581,5.7498,0.000044
31981,beta1,-4.3059,0.2280,1000,-18.88,<.0001,0.05,-4.7533,-3.8585,-0.00178
31981,sig1,-0.1184,0.2601,1000,-0.46,0.6489,0.05,-0.6288,0.3920,0.000416
31981,beta2,-4.1759,0.2365,1000,-17.66,<.0001,0.05,-4.6399,-3.7119,0.000807
31981,sig2,-0.06684,0.2573,1000,-0.26,0.7951,0.05,-0.5717,0.4380,-0.00063
31981,fz,2.8786,1.4735,1000,1.95,0.0510,0.05,-0.01287,5.7700,0.000092
31982,beta1,-3.8398,,1000,,,0.05,,,-0.15964
31982,sig1,-0.2900,,1000,,,0.05,,,0.026724
31982,beta2,-3.8252,,1000,,,0.05,,,0.090136
31982,sig2,-0.2737,,1000,,,0.05,,,-0.05771
31982,fz,6.2252,,1000,,,0.05,,,-0.00113
31983,beta1,-3.8823,0.1605,1000,-24.19,<.0001,0.05,-4.1972,-3.5674,0.000950
31983,sig1,-0.4557,0.2187,1000,-2.08,0.0375,0.05,-0.8849,-0.02646,-0.00019
31983,beta2,-3.6904,0.1463,1000,-25.23,<.0001,0.05,-3.9774,-3.4034,-0.00364
31983,sig2,-0.5440,0.2196,1000,-2.48,0.0134,0.05,-0.9749,-0.1131,0.000153
31983,fz,5.4175,,1000,,,0.05,,,-0.00314
31985,beta1,-4.3629,0,1000,I,<.0001,0.05,M,I,-1.78E81
31985,sig1,0.9315,,1000,,,0.05,,,0
31985,beta2,-4.6990,,1000,,,0.05,,,-31.5168
31985,sig2,0.9661,0,1000,I,<.0001,0.05,M,I,-4.86E81
31985,fz,6.5827,0,1000,I,<.0001,0.05,M,I,-1.26E81
32001,beta1,-3.3596,0.2775,1000,-12.11,<.0001,0.05,-3.9041,-2.8151,-0.00355
32001,sig1,-0.2446,0.2818,1000,-0.87,0.3856,0.05,-0.7977,0.3084,-0.00029
32001,beta2,-3.2996,0.3400,1000,-9.71,<.0001,0.05,-3.9668,-2.6325,0.001881
32001,sig2,-0.00947,0.2816,1000,-0.03,0.9732,0.05,-0.5621,0.5431,-0.00053
32001,fz,5.9746,,1000,,,0.05,,,-0.00145
32309,beta1,-4.7243,0.4387,1000,-10.77,<.0001,0.05,-5.5852,-3.8634,-1.89E-6
32309,sig1,-0.4980,0.6965,1000,-0.71,0.4748,0.05,-1.8647,0.8688,0.000076
32309,beta2,-3.8869,0.5217,1000,-7.45,<.0001,0.05,-4.9106,-2.8632,-0.00005
32309,sig2,0.3548,0.3252,1000,1.09,0.2755,0.05,-0.2833,0.9929,-0.00004
32309,fz,-0.3567,0.7143,1000,-0.50,0.6176,0.05,-1.7585,1.0451,-0.00006
32310,beta1,-4.3886,0.3919,1000,-11.20,<.0001,0.05,-5.1578,-3.6195,-0.00005
32310,sig1,-0.4543,0.4883,1000,-0.93,0.3524,0.05,-1.4125,0.5040,0.000082
32310,beta2,-3.6615,0.1888,1000,-19.39,<.0001,0.05,-4.0321,-3.2910,0.000034
32310,sig2,-2.5864,3.2336,1000,-0.80,0.4240,0.05,-8.9317,3.7590,0.000110
32310,fz,3.6336,,1000,,,0.05,,,0.000187
32313,beta1,-4.0063,0.3121,1000,-12.84,<.0001,0.05,-4.6188,-3.3939,-0.00137
32313,sig1,-0.3071,0.3792,1000,-0.81,0.4181,0.05,-1.0512,0.4369,0.000017
32313,beta2,-3.5935,0.4327,1000,-8.30,<.0001,0.05,-4.4426,-2.7443,0.001852
32313,sig2,0.2574,0.3111,1000,0.83,0.4083,0.05,-0.3531,0.8679,0.000403
32313,fz,1.9022,1.3597,1000,1.40,0.1622,0.05,-0.7661,4.5705,-0.00008
32315,beta1,-3.8801,0.2425,1000,-16.00,<.0001,0.05,-4.3559,-3.4044,-0.00019
32315,sig1,-0.9420,0.6657,1000,-1.42,0.1574,0.05,-2.2483,0.3643,-0.00014
32315,beta2,-3.8352,0.3355,1000,-11.43,<.0001,0.05,-4.4935,-3.1769,-9.91E-7
32315,sig2,-0.1519,0.3557,1000,-0.43,0.6693,0.05,-0.8499,0.5460,0.000069
32315,fz,2.0977,6.9186,1000,0.30,0.7618,0.05,-11.4789,15.6743,-0.00004
32317,beta1,-5.1360,0.7369,1000,-6.97,<.0001,0.05,-6.5820,-3.6900,0.000175
32317,sig1,0.1149,0.5955,1000,0.19,0.8471,0.05,-1.0538,1.2836,-0.00008
32317,beta2,-4.2226,0.3356,1000,-12.58,<.0001,0.05,-4.8813,-3.5640,-0.00007
32317,sig2,-0.5249,0.6310,1000,-0.83,0.4057,0.05,-1.7631,0.7133,-0.00017
32317,fz,0.7201,0.9457,1000,0.76,0.4465,0.05,-1.1357,2.5759,-0.00002
32319,beta1,-4.0204,0.3677,1000,-10.93,<.0001,0.05,-4.7420,-3.2988,-0.00331
32319,sig1,-0.1469,0.4277,1000,-0.34,0.7314,0.05,-0.9863,0.6925,-0.00449
32319,beta2,-4.0327,0.3456,1000,-11.67,<.0001,0.05,-4.7108,-3.3546,0.007634
32319,sig2,-0.2147,0.4218,1000,-0.51,0.6109,0.05,-1.0425,0.6131,0.002740
32319,fz,6.1479,6.0106,1000,1.02,0.3066,0.05,-5.6470,17.9428,-0.00020
32360,beta1,-0.7160,0,1000,I,<.0001,0.05,M,I,-0.00407
32360,sig1,0.2014,,1000,,,0.05,,,0.073858
32360,beta2,-1.2436,0.1462,1000,-8.51,<.0001,0.05,-1.5304,-0.9568,-0.00472
32360,sig2,0.4219,,1000,,,0.05,,,-0.06537
32360,fz,6.4400,,1000,,,0.05,,,-0.00011
32365,beta1,-0.5368,0.3293,1000,-1.63,0.1035,0.05,-1.1830,0.1095,0.060644
32365,sig1,0.1973,0.1595,1000,1.24,0.2166,0.05,-0.1158,0.5103,-0.00843
32365,beta2,-1.0681,0.3682,1000,-2.90,0.0038,0.05,-1.7906,-0.3457,-4.62E81
32365,sig2,0.3573,0,1000,I,<.0001,0.05,M,I,0.030761
32365,fz,6.5474,2.8360,1000,2.31,0.0212,0.05,0.9823,12.1125,-0.00044
32407,beta1,-4.0415,0.7943,1000,-5.09,<.0001,0.05,-5.6001,-2.4828,0.000013
32407,sig1,0.8937,0.2901,1000,3.08,0.0021,0.05,0.3243,1.4630,-0.00024
32407,beta2,-5.0288,0.9603,1000,-5.24,<.0001,0.05,-6.9132,-3.1444,0.000122
32407,sig2,0.8271,0.3397,1000,2.43,0.0151,0.05,0.1604,1.4938,0.000055
32407,fz,0.5753,0.4307,1000,1.34,0.1819,0.05,-0.2699,1.4206,-0.00003
32413,beta1,-4.3081,0.8504,1000,-5.07,<.0001,0.05,-5.9769,-2.6393,-0.00010
32413,sig1,0.9073,0.3255,1000,2.79,0.0054,0.05,0.2686,1.5460,-9.36E-6
32413,beta2,-4.8687,0.6681,1000,-7.29,<.0001,0.05,-6.1797,-3.5576,-0.00003
32413,sig2,0.1866,0.5378,1000,0.35,0.7287,0.05,-0.8687,1.2418,-5.48E-6
32413,fz,0.4274,0.5380,1000,0.79,0.4271,0.05,-0.6283,1.4832,-0.00003
32422,beta1,-5.0447,1.1470,1000,-4.40,<.0001,0.05,-7.2954,-2.7939,-0.00005
32422,sig1,0.9407,0.3746,1000,2.51,0.0122,0.05,0.2056,1.6758,0.000152
32422,beta2,-5.3268,1.3159,1000,-4.05,<.0001,0.05,-7.9091,-2.7445,-0.00004
32422,sig2,0.9565,0.3963,1000,2.41,0.0160,0.05,0.1788,1.7343,-0.00008
32422,fz,0.8475,0.7045,1000,1.20,0.2293,0.05,-0.5349,2.2299,-7.68E-6
32438,beta1,-3.3611,0.6574,1000,-5.11,<.0001,0.05,-4.6512,-2.0710,0.000038
32438,sig1,0.6860,0.2965,1000,2.31,0.0209,0.05,0.1043,1.2678,0.000190
32438,beta2,-5.0880,1.1395,1000,-4.47,<.0001,0.05,-7.3241,-2.8519,0.000130
32438,sig2,0.9078,0.3756,1000,2.42,0.0158,0.05,0.1707,1.6449,0.000020
32438,fz,0.6066,0.4565,1000,1.33,0.1843,0.05,-0.2893,1.5024,-0.00003
32534,beta1,-9.0215,,1000,,,0.05,,,9.54E80
32534,sig1,0.9662,,1000,,,0.05,,,0
32534,beta2,-10.4043,,1000,,,0.05,,,0
32534,sig2,0.9617,0,1000,I,<.0001,0.05,M,I,0
32534,fz,7.3440,,1000,,,0.05,,,-1.15E81
32537,beta1,-9.6767,,,,,,,,-3.12354
32537,sig1,1.3387,,,,,,,,-19.0739
32537,beta2,-10.8608,,,,,,,,0.12010
32537,sig2,1.3534,,,,,,,,7.57805
32537,fz,6.4240,,,,,,,,0.001457
33313,beta1,-3.6539,0.6984,1000,-5.23,<.0001,0.05,-5.0245,-2.2833,0.000047
33313,sig1,0.3471,0.4269,1000,0.81,0.4164,0.05,-0.4907,1.1850,-0.00018
33313,beta2,-2.9020,0.4112,1000,-7.06,<.0001,0.05,-3.7089,-2.0950,0.000203
33313,sig2,-0.09583,0.3830,1000,-0.25,0.8024,0.05,-0.8473,0.6557,2.765E-6
33313,fz,0.9852,0.7173,1000,1.37,0.1699,0.05,-0.4224,2.3928,-0.00016
33430,beta1,-4.4577,1.2406,1000,-3.59,0.0003,0.05,-6.8922,-2.0233,-0.00004
33430,sig1,1.1642,0.3474,1000,3.35,0.0008,0.05,0.4825,1.8460,-0.00120
33430,beta2,-3.5727,1.0290,1000,-3.47,0.0005,0.05,-5.5919,-1.5535,0.002479
33430,sig2,1.0307,0.3244,1000,3.18,0.0015,0.05,0.3940,1.6674,0.003130
33430,fz,6.2721,21.6299,1000,0.29,0.7719,0.05,-36.1732,48.7174,-0.00096
33566,beta1,-4.4489,0,1000,I,<.0001,0.05,M,I,-1.75E81
33566,sig1,0.6678,0,1000,I,<.0001,0.05,M,I,-0.00065
33566,beta2,-3.0314,0,1000,I,<.0001,0.05,M,I,0.019774
33566,sig2,-0.2248,0,1000,I,<.0001,0.05,M,I,0
33566,fz,6.3125,0,1000,I,<.0001,0.05,M,I,-0.00008
33822,beta1,-9.3504,3.9756,1000,-2.35,0.0189,0.05,-17.1518,-1.5489,0.000083
33822,sig1,0.9788,0.7597,1000,1.29,0.1979,0.05,-0.5120,2.4695,-0.00016
33822,beta2,-3.3057,0.4180,1000,-7.91,<.0001,0.05,-4.1260,-2.4855,-0.00030
33822,sig2,0.1047,0.2952,1000,0.35,0.7228,0.05,-0.4745,0.6840,-0.00013
33822,fz,5.6569,,1000,,,0.05,,,-0.00012
33827,beta1,-3.6906,0.2729,1000,-13.52,<.0001,0.05,-4.2261,-3.1551,-7.06E-6
33827,sig1,-0.8763,0.8556,1000,-1.02,0.3059,0.05,-2.5552,0.8026,-0.00018
33827,beta2,-3.0744,0.2832,1000,-10.86,<.0001,0.05,-3.6302,-2.5187,-0.00027
33827,sig2,-0.4021,0.4414,1000,-0.91,0.3624,0.05,-1.2682,0.4639,-0.00016
33827,fz,5.4413,15.2708,1000,0.36,0.7217,0.05,-24.5253,35.4078,-0.00002
33975,beta1,-3.0282,,1000,,,0.05,,,-0.02290
33975,sig1,-0.2627,,1000,,,0.05,,,0.018642
33975,beta2,-2.1804,,1000,,,0.05,,,0.025654
33975,sig2,-0.05340,,1000,,,0.05,,,0.006993
33975,fz,6.6625,,1000,,,0.05,,,-0.00006
34008,beta1,-3.0262,0.3105,1000,-9.75,<.0001,0.05,-3.6355,-2.4170,0.002466
34008,sig1,-0.3556,0.4609,1000,-0.77,0.4405,0.05,-1.2600,0.5488,0.005806
34008,beta2,-2.1275,0.3133,1000,-6.79,<.0001,0.05,-2.7423,-1.5126,-0.00400
34008,sig2,-0.1723,0.3751,1000,-0.46,0.6461,0.05,-0.9084,0.5638,-0.00470
34008,fz,5.9707,10.4512,1000,0.57,0.5679,0.05,-14.5380,26.4795,-0.00020
34010,beta1,-3.7062,0,1000,I,<.0001,0.05,M,I,0.008790
34010,sig1,0.3330,0.3557,1000,0.94,0.3495,0.05,-0.3651,1.0310,0.032392
34010,beta2,-2.4970,0.2704,1000,-9.23,<.0001,0.05,-3.0277,-1.9664,0.011530
34010,sig2,0.2169,0.3424,1000,0.63,0.5266,0.05,-0.4550,0.8888,-0.06923
34010,fz,6.5483,0,1000,I,<.0001,0.05,M,I,-0.00015
34017,beta1,-3.5510,0.5324,1000,-6.67,<.0001,0.05,-4.5958,-2.5062,0.000184
34017,sig1,0.5444,0.2903,1000,1.88,0.0611,0.05,-0.02530,1.1141,-0.00010
34017,beta2,-2.5141,0.3440,1000,-7.31,<.0001,0.05,-3.1892,-1.8390,2.407E-6
34017,sig2,0.1724,0.2771,1000,0.62,0.5339,0.05,-0.3714,0.7162,0.000070
34017,fz,2.3099,1.0570,1000,2.19,0.0291,0.05,0.2356,4.3841,0.000087
34018,beta1,-3.3701,0.4210,1000,-8.00,<.0001,0.05,-4.1963,-2.5439,0.000067
34018,sig1,0.3731,0.2707,1000,1.38,0.1684,0.05,-0.1581,0.9042,-0.00019
34018,beta2,-2.4629,0.3242,1000,-7.60,<.0001,0.05,-3.0990,-1.8268,-0.00003
34018,sig2,0.1835,0.2547,1000,0.72,0.4713,0.05,-0.3162,0.6832,-0.00053
34018,fz,1.8489,0.6792,1000,2.72,0.0066,0.05,0.5160,3.1818,-6.29E-6
34019,beta1,-3.1597,0.4921,1000,-6.42,<.0001,0.05,-4.1253,-2.1940,-0.00008
34019,sig1,0.4080,0.3095,1000,1.32,0.1877,0.05,-0.1993,1.0154,0.000136
34019,beta2,-2.3111,0.3451,1000,-6.70,<.0001,0.05,-2.9883,-1.6339,-0.00010
34019,sig2,0.09228,0.3061,1000,0.30,0.7631,0.05,-0.5083,0.6929,0.000214
34019,fz,2.2171,1.1144,1000,1.99,0.0469,0.05,0.03034,4.4040,0.000143
34033,beta1,-2.1549,0.2601,1000,-8.29,<.0001,0.05,-2.6653,-1.6446,0.000646
34033,sig1,-0.1330,0.2641,1000,-0.50,0.6148,0.05,-0.6513,0.3854,0.000440
34033,beta2,-1.7340,0.2529,1000,-6.86,<.0001,0.05,-2.2303,-1.2378,-0.00085
34033,sig2,-0.08949,0.2246,1000,-0.40,0.6904,0.05,-0.5302,0.3512,-0.00002
34033,fz,1.2391,0.3783,1000,3.28,0.0011,0.05,0.4968,1.9815,-0.00008
34541,beta1,-3.4761,0.3371,1000,-10.31,<.0001,0.05,-4.1376,-2.8147,-0.00018
34541,sig1,-0.4547,0.5110,1000,-0.89,0.3738,0.05,-1.4574,0.5481,0.000128
34541,beta2,-3.9330,0.6336,1000,-6.21,<.0001,0.05,-5.1763,-2.6896,-0.00011
34541,sig2,0.1966,0.5505,1000,0.36,0.7211,0.05,-0.8836,1.2768,-0.00001
34541,fz,1.9595,3.3280,1000,0.59,0.5561,0.05,-4.5712,8.4902,-9.77E-6
34547,beta1,-3.0635,0.4627,1000,-6.62,<.0001,0.05,-3.9714,-2.1556,-0.00235
34547,sig1,0.1621,0.3605,1000,0.45,0.6532,0.05,-0.5454,0.8695,-0.00632
34547,beta2,-3.7157,0.6220,1000,-5.97,<.0001,0.05,-4.9362,-2.4952,0.002909
34547,sig2,0.3612,0.3986,1000,0.91,0.3650,0.05,-0.4210,1.1434,0.004790
34547,fz,6.2683,5.9526,1000,1.05,0.2926,0.05,-5.4128,17.9493,-0.00020
34564,beta1,-2.5954,0,1000,I,<.0001,0.05,M,I,-2.66E81
34564,sig1,-0.2461,0,1000,I,<.0001,0.05,M,I,0
34564,beta2,-2.8958,0,1000,I,<.0001,0.05,M,I,-0.07912
34564,sig2,-0.1731,0,1000,I,<.0001,0.05,M,I,-0.05055
34564,fz,6.4193,0,1000,I,<.0001,0.05,M,I,1.289E81
34565,beta1,-3.9461,0,1000,I,<.0001,0.05,M,I,-0.05114
34565,sig1,0.2308,,1000,,,0.05,,,0
34565,beta2,-5.2461,0,1000,I,<.0001,0.05,M,I,0
34565,sig2,0.7242,0,1000,I,<.0001,0.05,M,I,5.545E81
34565,fz,6.5090,0,1000,I,<.0001,0.05,M,I,-0.00018
34567,beta1,-3.1885,,1000,,,0.05,,,-0.08611
34567,sig1,-0.1211,,1000,,,0.05,,,-0.07171
34567,beta2,-4.6631,0,1000,I,<.0001,0.05,M,I,-1.69E81
34567,sig2,0.7306,,1000,,,0.05,,,0.040578
34567,fz,6.1996,,1000,,,0.05,,,-1.33E81
34568,beta1,-3.6494,0.2383,1000,-15.32,<.0001,0.05,-4.1170,-3.1818,-0.00044
34568,sig1,-0.3270,0.2582,1000,-1.27,0.2056,0.05,-0.8336,0.1796,0.001207
34568,beta2,-3.3383,0.2085,1000,-16.01,<.0001,0.05,-3.7476,-2.9291,0.005526
34568,sig2,-0.7534,0.3336,1000,-2.26,0.0241,0.05,-1.4080,-0.09880,-0.00322
34568,fz,5.8269,4.6274,1000,1.26,0.2082,0.05,-3.2536,14.9074,-0.00017
34591,beta1,-3.2670,0.4134,1000,-7.90,<.0001,0.05,-4.0783,-2.4557,-0.00096
34591,sig1,-0.03641,0.3345,1000,-0.11,0.9134,0.05,-0.6928,0.6200,-0.00069
34591,beta2,-2.7834,0.4189,1000,-6.64,<.0001,0.05,-3.6055,-1.9612,0.000125
34591,sig2,0.08829,0.3264,1000,0.27,0.7868,0.05,-0.5521,0.7287,0.002073
34591,fz,6.3082,,1000,,,0.05,,,-0.00013
34614,beta1,-3.3400,0.4872,1000,-6.86,<.0001,0.05,-4.2962,-2.3839,0.004535
34614,sig1,0.08629,0.3944,1000,0.22,0.8268,0.05,-0.6876,0.8602,0.026646
34614,beta2,-2.7936,0.4681,1000,-5.97,<.0001,0.05,-3.7121,-1.8750,0.014361
34614,sig2,0.1599,0.3526,1000,0.45,0.6502,0.05,-0.5320,0.8518,-0.00085
34614,fz,5.6167,16.7575,1000,0.34,0.7376,0.05,-27.2671,38.5006,-0.00063
34615,beta1,-3.5746,,1000,,,0.05,,,-0.00025
34615,sig1,0.05443,,1000,,,0.05,,,0.000222
34615,beta2,-2.9214,0,1000,I,<.0001,0.05,M,I,0.000071
34615,sig2,0.1003,0,1000,I,<.0001,0.05,M,I,-8.69E81
34615,fz,6.2000,0,1000,I,<.0001,0.05,M,I,1.328E81
34641,beta1,-2.3972,0.1146,1000,-20.92,<.0001,0.05,-2.6221,-2.1723,-0.00008
34641,sig1,-2.1183,1.2278,1000,-1.73,0.0848,0.05,-4.5276,0.2910,0.000353
34641,beta2,-2.2083,0.2725,1000,-8.10,<.0001,0.05,-2.7430,-1.6736,0.000944
34641,sig2,-0.3771,0.4203,1000,-0.90,0.3698,0.05,-1.2018,0.4477,0.001237
34641,fz,5.1963,,1000,,,0.05,,,-0.00017
34644,beta1,-3.7301,0.2002,1000,-18.63,<.0001,0.05,-4.1229,-3.3372,0.000430
34644,sig1,-1.6682,1.0759,1000,-1.55,0.1213,0.05,-3.7794,0.4430,-0.00035
34644,beta2,-3.3875,0.3488,1000,-9.71,<.0001,0.05,-4.0720,-2.7031,-0.00040
34644,sig2,-0.3663,0.4262,1000,-0.86,0.3903,0.05,-1.2026,0.4700,-0.00050
34644,fz,5.1304,,1000,,,0.05,,,-0.00009
34708,beta1,-2.2943,0.1211,1000,-18.94,<.0001,0.05,-2.5320,-2.0566,-0.00146
34708,sig1,-1.2087,0.4077,1000,-2.97,0.0031,0.05,-2.0087,-0.4088,-0.00048
34708,beta2,-2.8142,0.1638,1000,-17.18,<.0001,0.05,-3.1356,-2.4928,0.001624
34708,sig2,-0.8169,0.3331,1000,-2.45,0.0144,0.05,-1.4706,-0.1631,0.000459
34708,fz,5.6142,13.0336,1000,0.43,0.6667,0.05,-19.9622,31.1906,-0.00011
34709,beta1,-3.5159,0.2828,1000,-12.43,<.0001,0.05,-4.0708,-2.9609,-0.00220
34709,sig1,-0.4537,0.3531,1000,-1.28,0.1992,0.05,-1.1466,0.2392,-0.00156
34709,beta2,-4.8917,0.4092,1000,-11.95,<.0001,0.05,-5.6947,-4.0886,0.002055
34709,sig2,-0.2291,0.4140,1000,-0.55,0.5802,0.05,-1.0415,0.5834,0.002278
34709,fz,6.4149,8.7558,1000,0.73,0.4639,0.05,-10.7670,23.5968,-0.00006
35059,beta1,-3.7801,0.6045,1000,-6.25,<.0001,0.05,-4.9663,-2.5939,-0.00029
35059,sig1,-0.1644,0.6385,1000,-0.26,0.7969,0.05,-1.4175,1.0886,0.000020
35059,beta2,-3.4023,0.3951,1000,-8.61,<.0001,0.05,-4.1777,-2.6270,0.000096
35059,sig2,-0.4408,0.6444,1000,-0.68,0.4942,0.05,-1.7054,0.8239,0.000084
35059,fz,1.8760,5.7574,1000,0.33,0.7446,0.05,-9.4220,13.1741,6.98E-6
35112,beta1,-4.4705,0.4487,1000,-9.96,<.0001,0.05,-5.3510,-3.5899,0.000212
35112,sig1,-11.0392,,1000,,,0.05,,,0.000011
35112,beta2,-3.8587,0.5288,1000,-7.30,<.0001,0.05,-4.8964,-2.8211,-0.00011
35112,sig2,0.05338,0.3837,1000,0.14,0.8894,0.05,-0.6995,0.8063,0.000731
35112,fz,1.1335,,1000,,,0.05,,,0.000055
35121,beta1,-1.9072,0,1000,I,<.0001,0.05,M,I,0.040768
35121,sig1,0.2959,0,1000,I,<.0001,0.05,M,I,-0.00492
35121,beta2,-3.0458,0,1000,I,<.0001,0.05,M,I,2.363E81
35121,sig2,0.7460,0,1000,I,<.0001,0.05,M,I,-0.02154
35121,fz,6.5706,0,1000,I,<.0001,0.05,M,I,-0.00016
35126,beta1,-2.8867,0.3576,1000,-8.07,<.0001,0.05,-3.5885,-2.1849,0.000078
35126,sig1,0.09317,0.2950,1000,0.32,0.7522,0.05,-0.4858,0.6721,0.000175
35126,beta2,-2.5378,0.2574,1000,-9.86,<.0001,0.05,-3.0430,-2.0327,-0.00066
35126,sig2,-0.2177,0.2813,1000,-0.77,0.4390,0.05,-0.7696,0.3342,-0.00004
35126,fz,1.9209,1.0446,1000,1.84,0.0662,0.05,-0.1289,3.9707,0.000017
35127,beta1,-2.4663,0.4202,1000,-5.87,<.0001,0.05,-3.2909,-1.6417,0.000366
35127,sig1,0.009397,0.3980,1000,0.02,0.9812,0.05,-0.7715,0.7903,-5.14E-6
35127,beta2,-2.4668,0.3428,1000,-7.20,<.0001,0.05,-3.1394,-1.7942,0.000096
35127,sig2,-0.2135,0.4221,1000,-0.51,0.6130,0.05,-1.0418,0.6148,-0.00057
35127,fz,6.0597,19.3483,1000,0.31,0.7542,0.05,-31.9084,44.0277,-0.00011
35146,beta1,-4.5806,0.5031,1000,-9.10,<.0001,0.05,-5.5679,-3.5932,-0.00292
35146,sig1,-10.2574,,1000,,,0.05,,,4.592E-6
35146,beta2,-3.7118,0.4249,1000,-8.74,<.0001,0.05,-4.5455,-2.8781,0.000278
35146,sig2,-0.2100,0.5985,1000,-0.35,0.7257,0.05,-1.3845,0.9644,0.000593
35146,fz,1.0914,3.6565,1000,0.30,0.7654,0.05,-6.0840,8.2667,0.000668
35747,beta1,-5.6923,0.2186,1000,-26.04,<.0001,0.05,-6.1212,-5.2633,0.000116
35747,sig1,-14.2900,173.69,1000,-0.08,0.9344,0.05,-355.14,326.56,6.293E-7
35747,beta2,-5.9907,0.3520,1000,-17.02,<.0001,0.05,-6.6815,-5.2998,-0.00003
35747,sig2,-0.5429,0.7295,1000,-0.74,0.4569,0.05,-1.9743,0.8886,9.856E-7
35747,fz,-5.19E82,0,1000,I,<.0001,0.05,M,I,0
35750,beta1,-4.0371,0.3085,1000,-13.09,<.0001,0.05,-4.6425,-3.4317,0.000965
35750,sig1,-0.2059,0.3435,1000,-0.60,0.5491,0.05,-0.8800,0.4682,-0.00031
35750,beta2,-4.6412,0.4693,1000,-9.89,<.0001,0.05,-5.5620,-3.7203,-0.00142
35750,sig2,0.2097,0.3839,1000,0.55,0.5851,0.05,-0.5437,0.9630,-0.00076
35750,fz,5.9938,7.3797,1000,0.81,0.4169,0.05,-8.4877,20.4752,-0.00031
35753,beta1,-5.9019,0.7238,1000,-8.15,<.0001,0.05,-7.3222,-4.4816,-1.72076
35753,sig1,0.5329,0.3890,1000,1.37,0.1711,0.05,-0.2306,1.2963,-2.20061
35753,beta2,-5.6797,0.6434,1000,-8.83,<.0001,0.05,-6.9422,-4.4171,2.00853
35753,sig2,0.5162,0.3772,1000,1.37,0.1715,0.05,-0.2240,1.2565,4.86051
35753,fz,6.2539,,1000,,,0.05,,,-0.00103
35757,beta1,-5.2944,,1000,,,0.05,,,1.519E81
35757,sig1,0.5126,,1000,,,0.05,,,0.96861
35757,beta2,-5.7924,,1000,,,0.05,,,1.408E81
35757,sig2,3.1870,0,1000,I,<.0001,0.05,M,I,0
35757,fz,5.7209,,1000,,,0.05,,,1.423E81
35763,beta1,-4.0558,0.3556,1000,-11.40,<.0001,0.05,-4.7536,-3.3579,-0.11843
35763,sig1,0.05582,0.3014,1000,0.19,0.8531,0.05,-0.5356,0.6472,-0.09113
35763,beta2,-4.6441,0.5204,1000,-8.92,<.0001,0.05,-5.6653,-3.6230,0.062609
35763,sig2,0.4306,0.3186,1000,1.35,0.1769,0.05,-0.1947,1.0558,0.084249
35763,fz,6.3095,,1000,,,0.05,,,-0.00040
